,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
BMAL,0.00601982,0.000627109,0.003305704,0.002790921,0.004518116,0.028433207,0.002040307,0.01250545,0.023886291,0.009201608,0.006091959,0.009135521,0.007060443,0.244424318,0.019114475,0.010199214,1,0.005966343,0.013745884,0.003708003,0.003923007,0.010743439,0.064748517,0.007867377,0.048574686,0.035065879,0.016428344,0.012304936,0.009101507,0.002762161,0.008599977,0.010252651,0.00652214,0.011059269,0.030389732,0.016684766,0.008808102,0.024376739,0.003856256,0.000677554,0.00239347,0.015163153,0.017540282,0.013249938,0.017911205,0.007856272,0.022589129,0.007832137,0.006457643,0.012126818,0.007709968,0.008367364,0.009101144,0.005334659,0.013209242,0.005607733,0.003227562,0.003018901,0.00847309,0.010900674,0.010815926,0.004385914,0.014069267,0.135276666,0.019524726,0.008767974,0.019903728,0.029544286,0.00066317,0.012068832,0.005050849,0.006932456,0.014718473,0.008749308,0.007576437,0.028265575,0.011466796,0.005640109,0.008623863,0.017257083,0.021911486,0.006541457,0.008458346,0.007387158,0.014622591,0.017454116,0.008257854,0.009856135,0.015042386,0.006842882,0.007803408,0.016339541,0.019311117,0.003987715,0.026349156,0.025492999,0.007886155,0.007189108,0.003595657,0.029713708,0.025043653,0.008320423,0.025440139,0.02276014,0.013274125,0.010836952,0.005089633,0.002266364,0.006819417,0.004465547,0.007668957,0.003825176,0.003875563,0.022101466,0.020472948,0.013388518,0.009626223,0.016211437,0.010923131,0.011870653,0.005476638,0.011878434,0.006646638,0.003063031,0.00395475,0.010698311,0.022284343,0.397373678,0.011174649,0.006567093,0.009269255,0.008924021,0.004685008,0.023521471
BMD,0.004600671,0.000378712,0.002133178,0.001153695,0.002136898,0.009305628,0.001560782,0.006020445,0.004934594,0.003786746,0.003801566,0.004307588,0.00172031,0.003639186,0.003367228,0.004408067,0.005966343,1,0.003639358,0.001973725,0.001779653,0.008564607,0.003324479,0.003789662,0.005133157,0.006990004,0.004537012,0.019539059,0.005492169,0.00032508,0.005343433,0.008619883,0.003897981,0.00312392,0.014555824,0.006773277,0.006034402,0.005850635,0.001352036,0.00039654,0.002893913,0.002202364,0.002202879,0.00508302,0.01342866,0.007338432,0.024393247,0.007726352,0.003073972,0.004516707,0.008344779,0.00483029,0.006287854,0.0018832,0.007475679,0.007440965,0.001287686,0.002807387,0.010020973,0.006466194,0.008135743,0.00368667,0.00689523,0.006044982,0.006547219,0.114462452,0.007629097,0.012685331,0.00039157,0.006305174,0.002371085,0.004041959,0.00790846,0.007881806,0.007551099,0.006308563,0.001982252,0.002947303,0.00757914,0.010388494,0.027761884,0.002404448,0.013255931,0.003004349,0.006035404,0.005955421,0.007808292,0.00496938,0.019154627,0.002813368,0.001490182,0.006350471,0.00534075,0.004630609,0.006546915,0.002314131,0.00457863,0.005839733,0.005075934,0.009825275,0.003833802,0.006356679,0.010258628,0.008495876,0.012689523,0.01134624,0.000711472,0.002839257,0.002617918,0.005139763,0.000518034,0.000406386,0.002086646,0.007426759,0.013169312,0.00072092,0.006230309,0.004642167,0.001868726,0.005251851,0.007653243,0.059427422,0.003641428,0.000728657,0.000444738,0.002225234,0.007389678,0.006480521,0.006944288,0.005830082,0.006187103,0.002781613,0.002307102,0.00721954
BORD,0.005812111,0.000551401,0.010029021,0.000912237,0.003038042,0.016629122,0.001410306,0.068043039,0.078666617,0.012302355,0.005519216,0.008764649,0.009356886,0.004848973,0.18763468,0.010520198,0.013745884,0.003639358,1,0.006528429,0.00183426,0.00968673,0.005407913,0.006620152,0.002595001,0.007709227,0.007379311,0.00482645,0.008893697,0.000444604,0.004716027,0.00583109,0.003581676,0.033762817,0.010473856,0.089746709,0.010315385,0.008269062,0.00256855,0.000590026,0.002843619,0.076921705,0.001914672,0.008231815,0.011684699,0.00574215,0.00724235,0.005013516,0.004316475,0.004294366,0.011248739,0.003683569,0.007096417,0.002109825,0.009136695,0.004749683,0.002513649,0.001734136,0.008423361,0.007513381,0.0068199,0.003415791,0.011962536,0.009028567,0.009437745,0.002178724,0.007877483,0.004017469,0.000579088,0.011336925,0.005978678,0.004955532,0.00488598,0.003691,0.006922564,0.006523491,0.221375282,0.006360437,0.00496693,0.009674119,0.004750237,0.003754989,0.002661824,0.004538809,0.006054889,0.006675162,0.003703169,0.006930146,0.007352808,0.009433529,0.007848376,0.02686761,0.061560783,0.005233892,0.006033734,0.009710048,0.005692052,0.056903007,0.004397025,0.009370959,0.005602804,0.005288504,0.006162492,0.00501119,0.008692365,0.003938401,0.001728407,0.005188751,0.01298983,0.012999578,0.000906285,0.001806495,0.002024377,0.021780694,0.006907077,0.005248479,0.006025776,0.005842551,0.065997302,0.008579691,0.006254377,0.003645683,0.004058094,0.001833457,0.000703459,0.006182003,0.009220407,0.008382295,0.010659223,0.001809369,0.005216521,0.007030299,0.015109197,0.01421538
BORT,0.007120072,0.002941562,0.012304988,0.002686248,0.002228785,0.018836336,0.000730394,0.007718463,0.009244561,0.010645118,0.004057957,0.01104392,0.062220713,0.003725043,0.003795672,0.006703031,0.003708003,0.001973725,0.006528429,1,0.00315446,0.017265105,0.006327255,0.007748558,0.002563631,0.003652855,0.00631569,0.008429979,0.016221717,0.000343731,0.019345664,0.00737102,0.00807843,0.015024843,0.008743429,0.008406548,0.007865735,0.014464808,0.001213062,0.000424647,0.008378209,0.002352723,0.004705556,0.010121569,0.006184267,0.00895736,0.005545211,0.004692172,0.004696868,0.006216163,0.00501402,0.004976227,0.011280913,0.000458264,0.021468411,0.007144076,0.008403745,0.002167632,0.020539468,0.007063484,0.006700928,0.002340714,0.006653459,0.001810943,0.005240939,0.0039537,0.005933431,0.007849001,0.001596337,0.013398523,0.013599725,0.003312645,0.009964213,0.00385225,0.005513742,0.002761243,0.00516968,0.000600865,0.004987856,0.009114429,0.004893574,0.004161939,0.008391118,0.008276198,0.007669348,0.008879252,0.003014339,0.005165307,0.012536776,0.013089833,0.014537009,0.005786589,0.005735621,0.016428441,0.005412281,0.166545011,0.005292116,0.008295558,0.002328738,0.005399084,0.00371735,0.014644841,0.006573901,0.007006446,0.004982968,0.001778181,0.000807347,0.00176304,0.013520747,0.023203877,0.000567066,0.001952662,0.0033893,0.016882107,0.010568652,0.003460402,0.00227866,0.008608117,0.003233338,0.008886993,0.017177044,0.004467001,0.002468007,0.000829548,0.001968179,0.004492459,0.011740357,0.002191704,0.006861496,0.002303167,0.017419743,0.008347175,0.013365883,0.023556573
BORZ,0.005195539,0.005686479,0.001969344,0.000433788,0.001667097,0.003220647,0.01046548,0.002894176,0.002731778,0.001925563,0.003611702,0.001919121,0.00389437,0.004276356,0.000810219,0.001910705,0.003923007,0.001779653,0.00183426,0.00315446,1,0.002853099,0.003840073,0.000474064,0.001685477,0.003027749,0.003135752,0.002724338,0.001744426,0.000377477,0.00335078,0.000577707,0.000530148,0.002469936,0.003472298,0.003040377,0.001714106,0.003479441,0.000386681,0.000477368,0.002472956,0.00116516,0.001913022,0.000671931,0.005225496,0.00530938,0.008946818,0.002408247,0.016632006,0.003211589,0.002168646,0.002861664,0.003387453,0.001696906,0.002329306,0.00202248,0.000735308,0.003464686,0.002371349,0.00200606,0.006454193,0.00208866,0.016427453,0.003956513,0.003057003,0.003282277,0.002515102,0.007600263,0.000470183,0.00217841,0.001126863,0.003762575,0.007730365,0.015164729,0.002844663,0.002442442,0.000652896,0.007847088,0.006157118,0.00359888,0.00359063,0.002327509,0.002472583,0.00190722,0.00322314,0.003242043,0.004304022,0.006063873,0.004458065,0.002798442,0.001132518,0.004287859,0.004244076,0.002519528,0.002872195,0.003915471,0.000622497,0.001758639,0.00309972,0.006309821,0.00291498,0.000393749,0.007101505,0.004648431,0.004211349,0.002917359,0.016025386,0.002064598,0.001869645,0.004063114,0.000665166,0.00049171,0.00118448,0.005442347,0.001629764,0.005022233,0.003076336,0.00238823,0.002452875,0.003884476,0.003197147,0.004133226,0.002237087,0.002861692,0.001679688,0.001948993,0.003563363,0.004070163,0.00270711,0.001818004,0.000463772,0.005718633,0.000948546,0.002399264
BOST,0.01227824,0.00056147,0.015398817,0.000533967,0.003559308,0.131452227,0.004327811,0.009636313,0.009272175,0.014987465,0.007299374,0.015583905,0.010472417,0.005734536,0.009726739,0.013274523,0.010743439,0.008564607,0.00968673,0.017265105,0.002853099,1,0.013342979,0.033258621,0.003716904,0.004937885,0.007812888,0.007331146,0.013679269,0.000451127,0.073777112,0.038319823,0.030940946,0.015368468,0.03413575,0.013468334,0.010858658,0.012103628,0.002515808,0.000601569,0.006764201,0.0033573,0.020252482,0.01213514,0.011531954,0.015376441,0.017305333,0.025035692,0.006976344,0.008214033,0.012547204,0.005548969,0.011890083,0.002418279,0.09823037,0.007281683,0.007565846,0.002218785,0.030601365,0.013225641,0.008908794,0.003374805,0.013009629,0.004134838,0.009204427,0.005495177,0.011237508,0.009428165,0.000590203,0.007656328,0.011920702,0.009945649,0.011816678,0.004013055,0.009123552,0.004737378,0.012142353,0.004513113,0.008581294,0.012895665,0.007029165,0.0078082,0.022473102,0.039827548,0.008560297,0.00958803,0.006148762,0.005929822,0.018413957,0.00481409,0.010891472,0.010129009,0.01018772,0.009018895,0.013629021,0.047461584,0.012599993,0.013085924,0.002466494,0.011737934,0.005612365,0.009828916,0.007674212,0.00727024,0.012281184,0.007415335,0.001831349,0.003103051,0.009107857,0.023585121,0.004567209,0.002007596,0.004145793,0.03561084,0.017172996,0.001895282,0.010008046,0.007782842,0.007227306,0.01049829,0.077994647,0.010891622,0.002965869,0.001949713,0.005189736,0.005990201,0.013217746,0.007245057,0.010116893,0.003839821,0.014489076,0.016665326,0.004783418,0.025808321
BOUV,0.006137062,0.000500461,0.008841322,0.000478494,0.002061656,0.019689196,0.003554551,0.011731715,0.008271535,0.006691887,0.005473006,0.004561624,0.007782851,0.04280019,0.002037817,0.010617348,0.064748517,0.003324479,0.005407913,0.006327255,0.003840073,0.013342979,1,0.005409817,0.108027008,0.019987555,0.011258051,0.009168172,0.010784555,0.000410882,0.0092051,0.010916251,0.004019419,0.00704258,0.011683073,0.008602036,0.011703416,0.008476831,0.004337041,0.000532074,0.006774669,0.002477928,0.011697533,0.010237891,0.012305346,0.012023076,0.027208422,0.009766201,0.008110697,0.006007738,0.00752691,0.015305314,0.011386146,0.005252068,0.007576869,0.009942962,0.004679965,0.003662105,0.011978601,0.008524198,0.007214307,0.006406798,0.011663934,0.0098945,0.013795403,0.005964585,0.014736448,0.017795288,0.000523164,0.005346635,0.006208296,0.006817018,0.006893061,0.012409676,0.006465504,0.008590454,0.007453727,0.002720532,0.009418878,0.010045679,0.012976671,0.005461545,0.01242344,0.00449941,0.011536386,0.013015685,0.007929306,0.005351717,0.013556052,0.004275563,0.00610601,0.005011467,0.010098325,0.004307321,0.018467418,0.021710151,0.006148698,0.005047562,0.001602363,0.012983502,0.013363204,0.007681025,0.011278478,0.010629983,0.010026223,0.016922522,0.001310337,0.000498151,0.009186872,0.007783308,0.000776397,0.00164979,0.002968772,0.019030927,0.014622205,0.003275505,0.006265801,0.011184386,0.004090465,0.008299911,0.009200884,0.005672824,0.00607115,0.001369839,0.002868809,0.004012681,0.013407804,0.066347981,0.007663752,0.003050151,0.005818053,0.006945928,0.005786023,0.008345714
BOX,0.007163973,0.000394961,0.005682348,0.000381152,0.001520376,0.041754293,0.000700575,0.006253443,0.005042058,0.009821477,0.004572148,0.008057697,0.005517746,0.002165557,0.004984552,0.004201589,0.007867377,0.003789662,0.006620152,0.007748558,0.000474064,0.033258621,0.005409817,1,0.001680205,0.005063836,0.004652046,0.011330251,0.005041024,0.000336981,0.072715599,0.020035394,0.01018969,0.007841049,0.144047934,0.004779894,0.017271977,0.005182167,0.001278003,0.000414392,0.005608727,0.001662539,0.002004181,0.005872469,0.006363559,0.013050309,0.009178147,0.082015594,0.004242348,0.002846908,0.004928829,0.004365964,0.004889378,0.001819897,0.041018252,0.006064027,0.002159183,0.001283107,0.023855184,0.002767078,0.007047354,0.002703823,0.008404947,0.002239287,0.006087163,0.007164529,0.008401112,0.008922659,0.000408967,0.002108439,0.013050184,0.002427395,0.005672481,0.00359171,0.003140635,0.004846435,0.003964159,0.004355427,0.007632002,0.009340431,0.003809718,0.00059438,0.022274478,0.008633578,0.005173239,0.003949067,0.006815821,0.005456428,0.010063492,0.001494633,0.004860752,0.007774436,0.009930279,0.003351049,0.010634552,0.0275546,0.004072262,0.005791854,0.003974121,0.006876506,0.002590074,0.004764829,0.005296237,0.004070474,0.010326459,0.005228182,0.000771069,0.001030169,0.004335932,0.013372369,0.049437198,0.003359043,0.001977954,0.006642559,0.006427683,0.00231521,0.003365038,0.004034783,0.003720498,0.006472577,0.025186557,0.004252567,0.005177502,0.000791295,0.001734978,0.002929093,0.004906199,0.003562876,0.002367583,0.004927874,0.011942866,0.006386149,0.003198545,0.012384326
BPIC,0.005302607,0.000284865,0.006572523,0.003981686,0.004796904,0.005412135,0.000604181,0.005654792,0.011583555,0.005476544,0.002388251,0.002104373,0.004508447,0.023242861,0.002781644,0.003329602,0.048574686,0.005133157,0.002595001,0.002563631,0.001685477,0.003716904,0.108027008,0.001680205,1,0.007601722,0.002879229,0.005014397,0.011276227,0.000253417,0.001308881,0.006519474,0.002060974,0.002484223,0.008319608,0.005300241,0.005008571,0.001810274,0.001376096,0.000990559,0.005904678,0.001054257,0.018069661,0.003891461,0.00674824,0.003535215,0.005567742,0.001482,0.005174915,0.013452435,0.004421103,0.004221192,0.002843977,0.00336739,0.003640344,0.004824669,0.003898509,0.002902769,0.005770516,0.00084336,0.000392246,0.002868714,0.008188609,0.155961887,0.003065505,0.016893092,0.002828608,0.00365524,0.00029208,0.004564199,0.002632938,0.001808258,0.003421881,0.004006736,0.002469313,0.00898912,0.002559345,0.000370223,0.006107807,0.003055442,0.024203696,0.00192553,0.005401042,0.002161758,0.009165935,0.0078425,0.004413555,0.003229921,0.003803528,0.001581667,0.002524719,0.006079769,0.003707791,0.002450169,0.005764291,0.004855683,0.002788005,0.001445034,0.002935846,0.009581199,0.02396402,0.004704832,0.003015244,0.010240425,0.002863904,0.010063697,0.001224737,0.005232245,0.001857972,0.006949284,0.004925096,0.001211178,0.002562334,0.009377427,0.005915841,0.000443063,0.003316803,0.004743502,0.002960462,0.01079526,0.002523223,0.004390535,0.007143756,0.000445974,0.000320676,0.003584545,0.005534166,0.037352921,0.003123935,0.003751594,0.003994334,0.006898233,0.000304206,0.002192745
BRIA,0.005986686,0.000472069,0.003727526,0.000452475,0.003580065,0.006525225,0.000986349,0.007099245,0.008194584,0.004114889,0.00696703,0.004816524,0.003226336,0.026654192,0.005502133,0.008427111,0.035065879,0.006990004,0.007709227,0.003652855,0.003027749,0.004937885,0.019987555,0.005063836,0.007601722,1,0.014659495,0.006977119,0.009737391,0.001357548,0.004825667,0.007158471,0.001362313,0.004889621,0.012879142,0.005264208,0.005660261,0.010936489,0.003680566,0.000500096,0.004153424,0.002560293,0.006157427,0.005061778,0.010511321,0.008668944,0.013993345,0.00757311,0.003430908,0.009018082,0.005385861,0.010744619,0.005899475,0.003107825,0.007780241,0.009221283,0.009013447,0.001539977,0.005860116,0.00791186,0.015730725,0.005978342,0.011335658,0.013276254,0.013281217,0.008897588,0.011531604,0.013449064,0.000492216,0.00698016,0.003580166,0.005037546,0.004257659,0.005618769,0.006925459,0.006049965,0.006060026,0.00424084,0.006588255,0.013485789,0.007978845,0.002654843,0.004466741,0.002728926,0.006467531,0.009262995,0.003219064,0.004566178,0.012115241,0.003587174,0.003073537,0.00787457,0.00987598,0.004661376,0.007417311,0.008830116,0.006166621,0.00332385,0.005190374,0.010379075,0.007980706,0.005323271,0.00469954,0.006219792,0.005576775,0.008919392,0.003033586,0.001443852,0.003124508,0.004925051,0.002896717,0.001251551,0.002042989,0.01067544,0.009193522,0.006974097,0.010763771,0.006826454,0.004509198,0.006755326,0.004367434,0.011547643,0.00378776,0.001176205,0.002017357,0.004440584,0.006367464,0.029835928,0.013491969,0.006167633,0.004536203,0.005945722,0.00625722,0.003565926
BRIT,0.015414477,0.000551591,0.00882952,0.00364358,0.003060917,0.016619157,0.004405362,0.014186065,0.011449086,0.009803267,0.011943581,0.010482258,0.007250401,0.007851115,0.005131344,0.014792632,0.016428344,0.004537012,0.007379311,0.00631569,0.003135752,0.007812888,0.011258051,0.004652046,0.002879229,0.014659495,1,0.009209446,0.007212685,0.000444728,0.007687771,0.009046527,0.003437098,0.01153088,0.014131927,0.011042701,0.026720018,0.019285028,0.005117267,0.000590244,0.010770757,0.005248284,0.003838136,0.013919629,0.019632495,0.024494288,0.011804044,0.014228215,0.006894104,0.007973454,0.026144934,0.129175238,0.018576321,0.002576464,0.011308653,0.012382375,0.01254533,0.000527628,0.005886112,0.01447615,0.089588462,0.009612566,0.007069562,0.005402373,0.04326052,0.007298721,0.015697822,0.051466431,0.002405561,0.00420037,0.005466463,0.044058514,0.007567809,0.005010296,0.022685065,0.005064556,0.00783261,0.004795582,0.007670207,0.023123314,0.007381374,0.005025168,0.007410675,0.003818531,0.008850616,0.016826982,0.004039513,0.009239918,0.015370972,0.002899398,0.005682358,0.013652828,0.010028618,0.007495452,0.015495273,0.023053608,0.012111833,0.007650999,0.007326946,0.011430902,0.017055373,0.005890634,0.013009665,0.01410265,0.010339455,0.005771039,0.001730279,0.000548787,0.005263018,0.005761184,0.000906799,0.002028173,0.003009706,0.01419653,0.006778807,0.006254733,0.064005773,0.017413317,0.005607542,0.009589322,0.007918199,0.004973092,0.004500615,0.001835563,0.003022638,0.010289494,0.019833995,0.009412319,0.037966407,0.013121078,0.007545587,0.005921517,0.006254682,0.016411954
BRTR,0.011557406,0.00044078,0.052323414,0.003290341,0.00048892,0.009404465,0.003342515,0.005431482,0.008865385,0.004523327,0.0055761,0.005081221,0.004264266,0.00608235,0.003309491,0.007018584,0.012304936,0.019539059,0.00482645,0.008429979,0.002724338,0.007331146,0.009168172,0.011330251,0.005014397,0.006977119,0.009209446,1,0.003687875,0.000369777,0.003423122,0.006156295,0.002670672,0.005468052,0.008562022,0.008285612,0.007725562,0.007910459,0.005789361,0.00046512,0.002329737,0.007369644,0.006817063,0.00411748,0.013555152,0.008230247,0.035212447,0.011510968,0.00407878,0.016878088,0.006859809,0.012403918,0.005949115,0.001484934,0.007068778,0.003311193,0.004533226,0.003812364,0.011835118,0.019031013,0.009044641,0.004428034,0.006455107,0.004337972,0.013996119,0.016463551,0.230598232,0.013023669,0.000458296,0.003919006,0.001963866,0.007415453,0.004538186,0.01206991,0.004002048,0.00782724,0.011433334,0.002312305,0.00707491,0.012017146,0.031377964,0.003285056,0.011875528,0.005309764,0.014174164,0.008965229,0.004558288,0.006007924,0.046858964,0.005045998,0.002085067,0.010428965,0.007928063,0.005792937,0.007119748,0.009280824,0.004778795,0.003977534,0.010782923,0.014298234,0.005871624,0.003609013,0.015125461,0.016968744,0.015925763,0.329083316,0.002543103,0.003107614,0.004977532,0.006390375,0.000641622,0.000478724,0.002660936,0.008002601,0.0118874,0.002550965,0.019426345,0.013337874,0.01116253,0.015715075,0.005784223,0.012919293,0.006366203,0.000999439,0.00461346,0.002979327,0.008014192,0.004620823,0.01287427,0.009011488,0.00655537,0.005169013,0.004060559,0.012968059
