,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,JACK,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
ECKR,0.900130915,0.862515801,0.842285843,0.844244699,0.861652281,0.903296305,0.905686823,0.90101989,0.901048432,0.887711855,0.874068154,0.888461736,0.850755358,0.876573352,0.873279275,0.909202433,0.912523417,0.860296192,0.898808249,0.860692721,0.878916065,0.885073801,0.892531657,0.782662535,0.830798657,0.884689291,0.909619718,0.870633111,0.885288901,0.805965964,0.8430941,0.86169602,0.811941312,0.899345105,0.912416896,0.894963273,0.889033338,0.924533335,0.854587609,0.839073132,0.86456139,0.836587433,0.877908813,0.896534567,0.915486945,0.895216704,0.892491977,0.854677383,0.842341782,0.866872269,1,0.896048507,0.89414257,0.871330377,0.875690574,0.868517695,0.900621919,0.86739884,0.86972811,0.88134197,0.91365952,0.880351046,0.872864681,0.860336831,0.912813696,0.838414664,0.900216904,0.918689275,0.854904202,0.880876916,0.840990036,0.879137399,0.882127364,0.85088674,0.889983701,0.92113608,0.8814581,0.881075259,0.900269861,0.905372376,0.909063863,0.870279199,0.897521248,0.868619997,0.826770039,0.885533804,0.910706166,0.845242025,0.901817167,0.887564654,0.843786857,0.852431181,0.88636732,0.886748433,0.859765942,0.9067618,0.917879413,0.894326249,0.880959936,0.868643378,0.906297585,0.893814067,0.843351834,0.908019717,0.900996126,0.888303357,0.869017819,0.90925326,0.869325644,0.864369775,0.86414894,0.866914463,0.857617584,0.868410313,0.916541342,0.893284848,0.920050877,0.901273388,0.890272379,0.855018091,0.891485413,0.869911034,0.874776152,0.862983439,0.896358553,0.878850786,0.88791464,0.91346982,0.887174572,0.898683938,0.866722357,0.852808485,0.870408002,0.867651186,0.904844496
ESET,0.878129764,0.866580629,0.845335163,0.844396728,0.863009754,0.906300018,0.911075201,0.903837608,0.907361856,0.889287677,0.876365723,0.889337623,0.849682192,0.878681514,0.872686281,0.912013051,0.916503329,0.862803707,0.903127115,0.864241729,0.881732534,0.882844278,0.897496262,0.783628538,0.831615518,0.888219214,0.924427529,0.875150126,0.88517041,0.805574747,0.845074693,0.863646808,0.812543116,0.902434358,0.918592036,0.897369057,0.891813933,0.929491608,0.859007043,0.839596125,0.860605695,0.836838208,0.87908808,0.90141363,0.919517422,0.898384782,0.896749208,0.857262671,0.843546857,0.870405611,0.896048507,1,0.883033342,0.874331304,0.875289914,0.867109118,0.863545583,0.870359902,0.872387942,0.886191873,0.945451791,0.883643257,0.877651635,0.865076138,0.922491688,0.8399731,0.903170217,0.931279797,0.856281654,0.881549921,0.84243185,0.890564796,0.883586058,0.850003394,0.892824273,0.923971455,0.883649977,0.883702392,0.900107464,0.909654826,0.913054725,0.87508435,0.90411952,0.870751664,0.827503459,0.890065606,0.914376716,0.84558349,0.904586756,0.894280701,0.84624323,0.856025485,0.887777208,0.888872335,0.862150566,0.908432073,0.920606068,0.897999011,0.882607786,0.873453089,0.90955829,0.894955372,0.841472698,0.90729492,0.904912958,0.894544613,0.870740994,0.9136291,0.875043805,0.868403039,0.864630599,0.868770758,0.857841042,0.869371644,0.919621055,0.896360187,0.926691905,0.910011811,0.891937728,0.857120149,0.893303398,0.872934779,0.875351872,0.862348733,0.898068944,0.880917812,0.891276092,0.918997723,0.890162354,0.908863324,0.873031935,0.856462926,0.872383922,0.871864872,0.907497512
ESSP,0.871500414,0.851808403,0.830580181,0.829444721,0.847105608,0.887959279,0.891260433,0.886450029,0.886990145,0.874466863,0.861291378,0.874215125,0.839745947,0.861046685,0.858521357,0.893944744,0.897867349,0.847871418,0.887178782,0.851702767,0.868058691,0.869436629,0.880347761,0.770901987,0.815292131,0.871836276,0.897261232,0.858045071,0.86994823,0.794058191,0.832136956,0.849289219,0.801300866,0.884711169,0.90262058,0.880017766,0.874163559,0.907345329,0.844757314,0.827427902,0.852375627,0.825024024,0.865257191,0.88519493,0.903473992,0.880751832,0.880675904,0.843657526,0.832295946,0.851319899,0.89414257,0.883033342,1,0.860240218,0.86213626,0.851058597,0.861063315,0.854299414,0.859423197,0.867229497,0.901345931,0.868422138,0.861872054,0.84653985,0.898491262,0.821978158,0.884586716,0.907044348,0.84184431,0.865292425,0.830171765,0.863832612,0.867690178,0.837443927,0.875251144,0.906856618,0.866818109,0.863262744,0.885726147,0.891122797,0.894897665,0.858316367,0.887978877,0.855711982,0.81483952,0.875727927,0.897280472,0.832932138,0.888914349,0.87689715,0.833141206,0.841816379,0.869939104,0.873720269,0.848580842,0.891811768,0.902196035,0.878354047,0.86450026,0.855844582,0.892471883,0.87751729,0.828678838,0.894295407,0.883894415,0.876145793,0.854763511,0.895500559,0.858101158,0.853549395,0.851656596,0.852543856,0.842535978,0.855252859,0.903361169,0.879164808,0.909434174,0.885483037,0.876604125,0.842460917,0.878189539,0.858869844,0.859927541,0.84890652,0.880678596,0.864923403,0.875894187,0.901534871,0.874982993,0.883417816,0.85440884,0.841515826,0.857367721,0.856023481,0.891129396
EURA,0.855444549,0.87250664,0.826212058,0.885944368,0.888567717,0.894567496,0.913018457,0.891498626,0.893398329,0.876905494,0.858520129,0.871821199,0.831923563,0.864857268,0.859373401,0.898825846,0.902919798,0.849578539,0.889335652,0.846148333,0.875005934,0.86958411,0.881101424,0.774017634,0.819211272,0.873492167,0.88994239,0.86168781,0.87194577,0.81584822,0.831911095,0.849571966,0.798220701,0.888201489,0.904778235,0.882952089,0.872393547,0.916385103,0.860645886,0.918069868,0.835051495,0.825166528,0.864772537,0.887318142,0.902953893,0.879073072,0.881306231,0.843718044,0.830828618,0.85579434,0.871330377,0.874331304,0.860240218,1,0.862604546,0.849556971,0.837529197,0.873339319,0.859621363,0.865557853,0.894535463,0.870880026,0.860343066,0.855082327,0.895711296,0.825487273,0.88683651,0.905927437,0.887371433,0.880224594,0.828235201,0.858176762,0.869454062,0.834675957,0.869409318,0.909263627,0.890927942,0.871162756,0.892573521,0.899849954,0.892798497,0.861096681,0.909406368,0.85692283,0.814126632,0.873676152,0.897377448,0.836095892,0.899435971,0.876912443,0.832390043,0.842942698,0.871330737,0.874515674,0.845622366,0.895101211,0.905949245,0.877561724,0.866857486,0.85642984,0.901421108,0.875901952,0.833995078,0.89961731,0.892559471,0.87914351,0.855780806,0.916038104,0.895874495,0.855129437,0.8525187,0.91519572,0.895751005,0.872220903,0.905132153,0.887487777,0.918307198,0.883845037,0.876008993,0.844261281,0.88462576,0.860130352,0.862778291,0.858540154,0.930896085,0.88973508,0.885086399,0.902477307,0.876960703,0.881254256,0.850195848,0.839616569,0.857478019,0.856053727,0.891718745
FBUL,0.857173911,0.852657381,0.83950552,0.832609398,0.851716755,0.934887962,0.893575302,0.897468081,0.893772927,0.880108039,0.860517873,0.872245346,0.842300988,0.868040692,0.863144268,0.896825982,0.905904993,0.853485406,0.888486791,0.86246789,0.873649105,0.921019774,0.888217304,0.818594703,0.82290865,0.875034365,0.889290099,0.864217979,0.873168343,0.792602333,0.891851233,0.880555423,0.834285645,0.891896546,0.924518701,0.89028107,0.876781407,0.911804464,0.84385425,0.828495359,0.837892806,0.828923036,0.861866447,0.886501257,0.901371923,0.881750067,0.8944285,0.873119999,0.84063299,0.854637649,0.875690574,0.875289914,0.86213626,0.862604546,1,0.855936283,0.840297621,0.85832846,0.884454088,0.871900937,0.895363345,0.868293116,0.87566027,0.849842784,0.89324856,0.83048221,0.887896985,0.902178822,0.843405951,0.872300545,0.837919388,0.857181651,0.873695018,0.846228142,0.874094845,0.920643065,0.871358332,0.869469544,0.887607045,0.897129198,0.899552095,0.86711662,0.888388455,0.879157757,0.850691331,0.874680236,0.89458392,0.834131507,0.891818605,0.884985172,0.838804453,0.849403748,0.875803606,0.882695202,0.846548834,0.896966734,0.91688895,0.877796512,0.872514047,0.855421176,0.895972904,0.876328523,0.831825879,0.895516781,0.890072969,0.887060323,0.861540325,0.896911781,0.863122548,0.86038131,0.870291416,0.861125756,0.843784141,0.856836394,0.908269089,0.882665907,0.909390986,0.883958888,0.87128412,0.84832269,0.883916089,0.901785772,0.871148732,0.853188468,0.883758497,0.86706699,0.875343808,0.902508609,0.88002691,0.881059778,0.849393091,0.85025987,0.871616005,0.862973041,0.899552056
FCR,0.850025966,0.841610398,0.821162439,0.821895888,0.840053599,0.884500417,0.879755022,0.878236948,0.8791971,0.864243773,0.849159764,0.861301699,0.829275158,0.852354471,0.849986764,0.882008349,0.88930351,0.840844186,0.875067317,0.838903988,0.859919239,0.864544595,0.871419445,0.77156866,0.810269691,0.861487011,0.88253221,0.848403808,0.859044033,0.783610938,0.830344828,0.849234169,0.795917758,0.874515873,0.894398885,0.870560669,0.8683696,0.896888516,0.832832451,0.817880249,0.831317035,0.816027539,0.851222142,0.872391398,0.889182649,0.870176218,0.873121336,0.836398928,0.824133124,0.844736516,0.868517695,0.867109118,0.851058597,0.849556971,0.855936283,1,0.832453747,0.845805814,0.851371541,0.881225397,0.888207706,0.858975539,0.856956056,0.838722021,0.885880455,0.818800665,0.875456659,0.89863607,0.831553608,0.85635641,0.819065267,0.853184571,0.859284303,0.830512435,0.865659783,0.896040174,0.859088438,0.856960896,0.874301911,0.881564229,0.905387974,0.848966172,0.87635134,0.853408004,0.810987875,0.862316292,0.884362651,0.822797447,0.879938211,0.87596043,0.824375015,0.833345542,0.864916114,0.865429549,0.83734205,0.879544919,0.890608678,0.868977932,0.856623579,0.848376799,0.88249637,0.865371352,0.822044544,0.881982679,0.874938411,0.866604067,0.845186865,0.884041852,0.850044893,0.84411899,0.843161217,0.84493835,0.83435683,0.846072813,0.892390062,0.868947587,0.895511428,0.874656027,0.863310732,0.834331158,0.869055564,0.854213289,0.852353823,0.839055846,0.870935704,0.855101251,0.863784885,0.889652713,0.864294035,0.872465637,0.844863317,0.832695415,0.85048686,0.847266029,0.881716105
FIEL,0.858736894,0.830780689,0.814030859,0.811489885,0.828893682,0.866432556,0.869418026,0.863023491,0.866727962,0.853269082,0.841484473,0.854489274,0.822607376,0.840249698,0.837983001,0.873828449,0.875368495,0.825908546,0.864356715,0.82900047,0.84540846,0.848773264,0.860071296,0.752434888,0.801684397,0.851779944,0.876197056,0.840135773,0.848800984,0.776529582,0.810612974,0.826852724,0.783500244,0.864901912,0.875507825,0.860674826,0.85511076,0.888524255,0.823192894,0.806674776,0.833864093,0.805752559,0.840476755,0.863315515,0.879532206,0.861189548,0.857045228,0.822575231,0.810016557,0.833685019,0.900621919,0.863545583,0.861063315,0.837529197,0.840297621,0.832453747,1,0.835382746,0.837570378,0.850172413,0.879394526,0.846858445,0.839880762,0.82859726,0.878963038,0.80500248,0.864265551,0.886566072,0.821582466,0.845086195,0.812257317,0.847988729,0.847564134,0.815794052,0.855755091,0.88500726,0.846198976,0.84465258,0.863399589,0.869547567,0.872734932,0.838202869,0.863200874,0.83447794,0.796974469,0.852798926,0.876310934,0.816447157,0.866617602,0.855155046,0.81762083,0.824480149,0.850907054,0.851245195,0.829803524,0.872591908,0.881251308,0.860711036,0.84449657,0.83631817,0.869976184,0.858717919,0.812924439,0.873048891,0.865424394,0.853952016,0.834785526,0.872950618,0.836323022,0.831591132,0.83346083,0.831471109,0.822003975,0.833430022,0.882500446,0.860359288,0.885205533,0.866491995,0.856797832,0.824011004,0.857469825,0.836370193,0.841159306,0.830879851,0.858651202,0.846963002,0.8537365,0.878453896,0.852259855,0.8659485,0.835236716,0.825023907,0.83767885,0.834790138,0.870614869
FINS,0.849829001,0.863963497,0.829046754,0.848009496,0.865865391,0.887009592,0.902073567,0.885723947,0.88798237,0.87328566,0.855799497,0.869690148,0.829632282,0.862031467,0.856315468,0.891435956,0.898438002,0.847678531,0.88616273,0.845742166,0.872328283,0.865617598,0.875701885,0.767960374,0.816389632,0.868888325,0.884843642,0.856417517,0.869973082,0.806097805,0.827913883,0.847496633,0.796213261,0.883967567,0.898385051,0.879796603,0.868848043,0.910846761,0.846355523,0.849214041,0.834346828,0.825841298,0.859441962,0.882468711,0.896649139,0.874921423,0.876325027,0.837685327,0.83014915,0.852460622,0.86739884,0.870359902,0.854299414,0.873339319,0.85832846,0.845805814,0.835382746,1,0.856503643,0.863367412,0.889957514,0.866639702,0.863139237,0.84824985,0.892038387,0.825175064,0.88108397,0.901220482,0.863088987,0.878464788,0.822943903,0.855050791,0.868063171,0.835397875,0.865648708,0.904341864,0.871397163,0.864736221,0.887070874,0.895865597,0.887518102,0.857144827,0.894751146,0.852564413,0.811547888,0.87252431,0.892273582,0.83148751,0.898044188,0.873586679,0.829615312,0.840907287,0.868012477,0.870177017,0.844184993,0.890832358,0.900286643,0.874971295,0.86516732,0.852141092,0.896814355,0.872866769,0.831824392,0.891821714,0.887468342,0.872949746,0.850634545,0.907641987,0.874671931,0.85240197,0.847518495,0.871621074,0.859756005,0.861244392,0.900549851,0.882380698,0.910145218,0.878617926,0.870097504,0.845263696,0.878471021,0.857592383,0.857256726,0.854908658,0.903558205,0.87445533,0.877789874,0.899160401,0.872777542,0.877339733,0.84781639,0.838657179,0.856577128,0.854006692,0.888802468
GLEN,0.85097499,0.848580913,0.837057554,0.82964904,0.84862131,0.914827863,0.889924099,0.889044628,0.891064306,0.875892534,0.855311082,0.868143201,0.840005837,0.861750309,0.8614261,0.891326192,0.900060619,0.848892322,0.887539262,0.854788275,0.869868272,0.888673306,0.884176616,0.797683272,0.818812561,0.871443186,0.887520578,0.859514493,0.869563867,0.789416477,0.860351538,0.865457384,0.824437086,0.890608668,0.912443748,0.883294792,0.871804634,0.907972089,0.841126069,0.827346873,0.83508744,0.82699767,0.863825462,0.882370359,0.897258308,0.878139807,0.886883316,0.85666427,0.835960011,0.854221792,0.86972811,0.872387942,0.859423197,0.859621363,0.884454088,0.851371541,0.837570378,0.856503643,1,0.867260861,0.890842793,0.86585846,0.868878894,0.847101291,0.891313904,0.824427178,0.884916179,0.901925513,0.843382691,0.869769301,0.836513279,0.855497311,0.870910691,0.842135688,0.870161394,0.915496697,0.867936006,0.868980458,0.884739581,0.893180337,0.895123256,0.861675104,0.884546881,0.865891213,0.839517739,0.872851231,0.892880338,0.834355398,0.890265882,0.88048429,0.835836289,0.847724474,0.872051711,0.87516301,0.844227791,0.891480375,0.912195084,0.873657021,0.867617782,0.852562033,0.892633148,0.873149624,0.828815538,0.895528311,0.887023266,0.88124132,0.854313767,0.893997741,0.859309684,0.858057132,0.875698229,0.857421507,0.843282539,0.85341986,0.907673271,0.878354073,0.905134844,0.883548681,0.870739074,0.846017747,0.879472177,0.891810544,0.864062721,0.85098423,0.881986186,0.8629064,0.873158284,0.897724612,0.874470102,0.876849488,0.848586111,0.84982061,0.863998927,0.860255053,0.896044981
GOLD,0.863689839,0.8569484,0.83707462,0.836090352,0.856391211,0.902212984,0.898912534,0.894970069,0.896399918,0.879143463,0.862781579,0.876209184,0.843533316,0.86899779,0.865875734,0.898563579,0.907332529,0.855395332,0.890807887,0.853820548,0.873808332,0.880374234,0.889254022,0.781394027,0.822632537,0.876482061,0.898593796,0.864326651,0.874037527,0.796709248,0.844101028,0.862052144,0.811766964,0.891311556,0.911377602,0.886728471,0.883866082,0.915978943,0.846493312,0.832639639,0.846869496,0.830695302,0.867943358,0.887564892,0.904983649,0.886410847,0.88878318,0.85121272,0.837745504,0.858940205,0.88134197,0.886191873,0.867229497,0.865557853,0.871900937,0.881225397,0.850172413,0.863367412,0.867260861,1,0.906157725,0.871874018,0.870382479,0.854030058,0.902809689,0.832921782,0.891674658,0.913997127,0.847372819,0.874095838,0.834950066,0.871713924,0.875659335,0.841967214,0.880837536,0.913054515,0.874368744,0.875695812,0.891472564,0.899169433,0.913734972,0.86666868,0.891674656,0.868568803,0.827924344,0.876035232,0.902031798,0.835102957,0.896111634,0.892214762,0.837218664,0.847401983,0.879990866,0.879195739,0.850726725,0.898025016,0.908496971,0.883028688,0.870734515,0.859350425,0.898371053,0.881746742,0.834277351,0.899679737,0.893544711,0.884095672,0.86098921,0.900228526,0.865313465,0.857354713,0.857105103,0.861381391,0.848924722,0.859824698,0.911777458,0.886590831,0.912159815,0.892244596,0.879736069,0.849674324,0.884638804,0.870571762,0.868182231,0.853882373,0.887491524,0.870263896,0.879929698,0.906151536,0.881782584,0.890379774,0.860278209,0.848646625,0.865985569,0.862645216,0.898285427
GORD,0.896113068,0.885694647,0.862097306,0.862414087,0.88007329,0.924761007,0.931656828,0.921765187,0.926283909,0.910417529,0.894722168,0.907583655,0.867733201,0.896121426,0.88968032,0.933554562,0.936112267,0.882001508,0.922828788,0.883173127,0.90260639,0.903805711,0.916714542,0.799730824,0.846752122,0.907099632,0.941641434,0.89289804,0.904469881,0.821349097,0.861543653,0.883009679,0.827553316,0.921522777,0.940020288,0.916259417,0.909735477,0.950084179,0.876971891,0.858456675,0.876790268,0.853277637,0.892896311,0.919898875,0.940209037,0.917599029,0.916576033,0.876044879,0.862012069,0.889102456,0.91365952,0.945451791,0.901345931,0.894535463,0.895363345,0.888207706,0.879394526,0.889957514,0.890842793,0.906157725,1,0.902834289,0.89456669,0.879552782,0.943595856,0.858107372,0.921705243,0.95203939,0.874133667,0.901455187,0.858517452,0.914241088,0.903535995,0.867872471,0.912371178,0.946271256,0.904189572,0.902394045,0.922701048,0.930592688,0.933682599,0.894836734,0.923552088,0.890967983,0.844032282,0.91084394,0.934085585,0.862172983,0.926366006,0.912866497,0.861746462,0.873365957,0.906283025,0.905609493,0.881054783,0.928522175,0.940305715,0.916319822,0.899629974,0.891023363,0.930233069,0.915272676,0.862056502,0.93135653,0.923019475,0.913803485,0.887336852,0.934219992,0.89319161,0.886640111,0.882334074,0.888136418,0.876552719,0.890138976,0.943401146,0.917582573,0.946052802,0.929381111,0.91491255,0.874366051,0.914619124,0.892693937,0.895732853,0.880847162,0.919141219,0.902526466,0.911158729,0.939769269,0.909907615,0.930582406,0.890710323,0.873521312,0.88988434,0.890170724,0.928097963
GPYR,0.863485064,0.865564998,0.838045484,0.84224923,0.861242435,0.896270564,0.907067096,0.89477638,0.897147913,0.880483304,0.867005443,0.878566809,0.84310094,0.870908315,0.86504721,0.904188505,0.909304738,0.85634685,0.893313607,0.854371207,0.880584165,0.876370163,0.890769857,0.780527193,0.827932196,0.881375095,0.900607418,0.865723807,0.876677711,0.806403708,0.837195262,0.857653945,0.806422397,0.892946063,0.910135428,0.888018272,0.879514141,0.918698175,0.851784233,0.839379187,0.844979525,0.833229369,0.869322701,0.892004084,0.908973099,0.884586877,0.891335841,0.851623341,0.840351927,0.862069447,0.880351046,0.883643257,0.868422138,0.870880026,0.868293116,0.858975539,0.846858445,0.866639702,0.86585846,0.871874018,0.902834289,1,0.871140252,0.859794197,0.903614756,0.833508407,0.892123072,0.914884665,0.8558289,0.876364638,0.836453939,0.867581286,0.877372214,0.847200053,0.879055006,0.911325153,0.877814045,0.87222344,0.894238666,0.902131237,0.899798325,0.868934665,0.896985953,0.863696072,0.820677085,0.879521647,0.903360455,0.840765296,0.901331841,0.886469579,0.840636997,0.849775615,0.877362984,0.88046953,0.855290512,0.899639272,0.905844807,0.886307462,0.872363179,0.864847731,0.903094703,0.882414788,0.837422314,0.900514304,0.894978687,0.882860057,0.863218418,0.909898913,0.870995096,0.860921519,0.857404874,0.865404323,0.85532104,0.8638174,0.911103452,0.886991951,0.92201372,0.891236982,0.882442356,0.851851689,0.887719779,0.866824684,0.869323366,0.858666432,0.895957545,0.876092288,0.882311438,0.908361608,0.883531466,0.890897691,0.859429462,0.847210013,0.864909609,0.863170957,0.898542669
GREY,0.855246174,0.854972684,0.838966939,0.834054139,0.853252864,0.905200742,0.895725703,0.896894555,0.898414488,0.879941746,0.86253599,0.87282883,0.84589954,0.870629468,0.867937108,0.895741994,0.910653999,0.852916682,0.894997667,0.856629531,0.894304464,0.881682841,0.891343904,0.783734961,0.825435151,0.880070042,0.889924193,0.86449372,0.871475018,0.790914638,0.848299107,0.864277825,0.813190642,0.892943526,0.910398453,0.890639722,0.876193475,0.913442028,0.841181303,0.828677598,0.838549241,0.835849619,0.861194506,0.886938298,0.899885681,0.882459122,0.893992812,0.855453932,0.874320828,0.860872508,0.872864681,0.877651635,0.861872054,0.860343066,0.87566027,0.856956056,0.839880762,0.863139237,0.868878894,0.870382479,0.89456669,0.871140252,1,0.855673789,0.894875541,0.831070843,0.889963395,0.906535336,0.843961514,0.876016127,0.834839347,0.857888112,0.892839723,0.868374219,0.87525973,0.913773832,0.87246388,0.877119304,0.890014746,0.898910359,0.901020053,0.867844873,0.882057671,0.869044867,0.8297668,0.871865563,0.894757897,0.835947833,0.895337566,0.884270278,0.837312136,0.846266954,0.875414875,0.886853906,0.849116317,0.894074756,0.910617375,0.878576423,0.8729613,0.861550922,0.89766325,0.873824541,0.830839077,0.896027914,0.892015637,0.887932941,0.861627689,0.90229331,0.862895617,0.859047183,0.859988962,0.857230394,0.846743909,0.854666057,0.907176496,0.883518041,0.917540949,0.883507532,0.873103948,0.852011116,0.881933867,0.87298976,0.870641717,0.855147105,0.884010253,0.866248408,0.873918334,0.896960003,0.882574628,0.882010618,0.854400751,0.844996268,0.907274182,0.860674613,0.89645277
