,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BEDT,BELS,BERD,BICH,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BPIC,BRIA,BRIT,BRTR,BRUS,BSJI,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,EURA,FBUL,FCR,FIEL,FINS,GLEN,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ISET,ITGY,IWOF,IWSP,JACK,KEES,KELP,KOMO,KUVZ,LAB,LEON,LHSA,MAST,MBLT,MPIN,MPOO,MSNZ,NELK,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PBGV,PEMB,PHAR,POM,PTWD,PUG,PULI,PUMI,RHOD,ROTT,SALU,SAMO,SCOT,SCWT,SHAR,SHIB,SHIH,SILK,SKIP,SLOU,SPIN,SPOO,SSHP,SSNZ,STAF,STBD,SVAL,TIBM,TIBS,TIBT,TPOO,TURV,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
GSMD,0.821750687,0.817408865,0.800286581,0.799011968,0.816606441,0.85828219,0.853169834,0.851372256,0.850500353,0.838641061,0.822698803,0.833431132,0.80376574,0.830567061,0.826340887,0.85232371,0.863195748,0.844102816,0.847094636,0.812441987,0.833069789,0.836417594,0.845502831,0.746505488,0.793252775,0.837151493,0.854390796,0.827481154,0.833895609,0.765716732,0.805991156,0.819502868,0.776829716,0.848315885,0.864161069,0.846863407,0.833447715,0.868528109,0.810765975,0.797472179,0.807071508,0.79716003,0.8255495,0.846628811,0.859348725,0.841760168,0.848786525,0.812522423,0.799463052,0.821284318,0.838414664,0.8399731,0.821978158,0.825487273,0.83048221,0.818800665,0.80500248,0.825175064,0.824427178,0.832921782,0.858107372,0.833508407,0.831070843,0.818924037,0.856820569,1,0.846527014,0.865509593,0.811290386,0.835884155,0.797900654,0.823474192,0.831462357,0.807978081,0.833612854,0.864781614,0.834067802,0.831169319,0.848619685,0.856852899,0.855404785,0.831651079,0.848894416,0.826321151,0.789822181,0.838424001,0.855862329,0.801448216,0.851890245,0.84323645,0.799876876,0.809156493,0.835007891,0.837066554,0.812241869,0.852172942,0.86216464,0.838475673,0.832227516,0.81887887,0.857012559,0.839626355,0.801721873,0.856228348,0.849146406,0.843737314,0.827786878,0.858150294,0.8278279,0.818309323,0.816871412,0.819852245,0.810442917,0.818753425,0.864308286,0.844754855,0.867818713,0.846322806,0.836238298,0.813315403,0.84293939,0.830144015,0.842572045,0.81751399,0.845750681,0.832033723,0.836994174,0.858866395,0.84280463,0.84424837,0.817036335,0.807706646,0.82429008,0.823603379,0.853348832
GSNZ,0.880756855,0.875976004,0.858697567,0.854038322,0.872801809,0.920877081,0.919739567,0.913640877,0.915824902,0.899890732,0.882164716,0.894899709,0.860432019,0.888304474,0.882584528,0.919980781,0.926573664,0.871262694,0.911611383,0.872962407,0.896548897,0.898773852,0.90690631,0.796759478,0.841978914,0.898167418,0.917327785,0.910477781,0.894656497,0.813566607,0.858830235,0.876075391,0.825331489,0.91366726,0.931177262,0.907370982,0.897037451,0.935228892,0.867450273,0.851806201,0.861023905,0.846970761,0.885860871,0.907456737,0.926203599,0.902891606,0.909146004,0.86812628,0.8550029,0.886024378,0.900216904,0.903170217,0.884586716,0.88683651,0.887896985,0.875456659,0.864265551,0.88108397,0.884916179,0.891674658,0.921705243,0.892123072,0.889963395,0.875157744,0.923818798,0.846527014,1,0.935416557,0.865456607,0.895571588,0.848392365,0.884196938,0.893429017,0.863236348,0.895587605,0.934966324,0.895641965,0.891666097,0.911802008,0.921195584,0.920330893,0.885883801,0.913477974,0.882708736,0.841626663,0.897997039,0.921134542,0.857599928,0.916759884,0.902164629,0.856313195,0.866436516,0.894456078,0.900111209,0.871315814,0.918417205,0.930535461,0.901781765,0.889795942,0.87731627,0.923197118,0.90140935,0.854406113,0.92229748,0.914132828,0.90333303,0.88096338,0.923201814,0.88510161,0.878202571,0.877845907,0.880387233,0.867650236,0.880222413,0.932009018,0.905689795,0.934332653,0.912740907,0.90203381,0.867469032,0.912753435,0.887366794,0.887182429,0.874735123,0.90921399,0.890022592,0.899913789,0.923848755,0.89920465,0.907278476,0.877093918,0.866066631,0.883294852,0.880871347,0.919130592
GWHP,0.901310588,0.897598142,0.868401566,0.873680774,0.891518338,0.938635642,0.944346758,0.934519087,0.935454648,0.920992064,0.906115485,0.918765951,0.879358291,0.907805311,0.904042639,0.944080595,0.948778566,0.888604369,0.934591393,0.889629013,0.912188685,0.91068306,0.926052076,0.806180818,0.856082438,0.918546683,0.944412313,0.90498842,0.916160105,0.831849661,0.868222825,0.892523672,0.834399551,0.932884399,0.950992223,0.92764112,0.920447008,0.961235268,0.88648331,0.870008686,0.881230203,0.863531908,0.905883047,0.930957348,0.954653896,0.926446376,0.93047381,0.882552428,0.869152793,0.898178609,0.918689275,0.931279797,0.907044348,0.905927437,0.902178822,0.89863607,0.886566072,0.901220482,0.901925513,0.913997127,0.95203939,0.914884665,0.906535336,0.893351521,0.96880295,0.865509593,0.935416557,1,0.88590387,0.914485879,0.867546689,0.911552038,0.914714956,0.878011888,0.91755391,0.956426555,0.915236894,0.915761366,0.933994644,0.94252178,0.940444198,0.904662809,0.93598099,0.899351611,0.850883885,0.917283928,0.945261429,0.870862781,0.937612772,0.921560346,0.873952996,0.882344463,0.914155421,0.917420509,0.89176469,0.938960423,0.952959332,0.925037258,0.910015,0.901608522,0.942576181,0.923814925,0.874043588,0.941400661,0.936293691,0.923461452,0.899560302,0.946697667,0.905568223,0.895164663,0.894142424,0.897719756,0.888478538,0.899160613,0.954445739,0.926972589,0.960616195,0.940476917,0.923734518,0.883375256,0.924967311,0.90163036,0.904469717,0.891810636,0.929068092,0.911451476,0.922478064,0.95254788,0.922281885,0.940429141,0.904826195,0.882201167,0.901706378,0.898613912,0.938202443
HUSK,0.836716243,0.864485967,0.812335964,0.881288509,0.923786843,0.874593112,0.898944996,0.872069258,0.87682791,0.858369197,0.842454558,0.853960811,0.81795432,0.847480998,0.844386148,0.878591625,0.884032637,0.832663943,0.871483836,0.832856502,0.859149052,0.852202545,0.861255553,0.758329565,0.804899909,0.853721845,0.870350399,0.844236119,0.854005901,0.814417862,0.816199632,0.832757522,0.783819541,0.868447217,0.884194481,0.865096777,0.85421888,0.897408513,0.846137533,0.887689052,0.81970764,0.813285358,0.849515782,0.869725926,0.881957954,0.859282626,0.864403067,0.826450538,0.816749862,0.838739135,0.854904202,0.856281654,0.84184431,0.887371433,0.843405951,0.831553608,0.821582466,0.863088987,0.843382691,0.847372819,0.874133667,0.8558289,0.843961514,0.835955434,0.87513693,0.811290386,0.865456607,0.88590387,1,0.866158042,0.813011028,0.842135441,0.850630666,0.822323962,0.851473835,0.887759236,0.858368637,0.85192922,0.874165741,0.882506453,0.874599749,0.84470657,0.895436612,0.840318638,0.798041988,0.856618503,0.876677235,0.818036613,0.884799419,0.861115829,0.816190147,0.827653153,0.853098958,0.856633091,0.82954329,0.875230035,0.883676049,0.859115578,0.850509639,0.84040676,0.881168537,0.856877181,0.818764919,0.880842251,0.874463882,0.860509906,0.837676435,0.90485505,0.881020845,0.837613695,0.834313626,0.903659639,0.890154408,0.859592635,0.886897882,0.867256541,0.902627669,0.862977514,0.856990664,0.830758668,0.865200411,0.842661325,0.84410003,0.843182434,0.926592282,0.87942946,0.872244486,0.883208373,0.858161276,0.861593896,0.834917796,0.824368161,0.839799116,0.840013416,0.87272772
ICES,0.86255587,0.866988,0.835143924,0.851485136,0.86982614,0.901973817,0.909189324,0.899302985,0.900986881,0.884695297,0.863638802,0.876635896,0.843557541,0.872330617,0.870607801,0.905915079,0.912823734,0.856929344,0.900593947,0.854729374,0.882987171,0.879550455,0.894358183,0.780145666,0.827411563,0.879078435,0.897188894,0.869356829,0.883150946,0.807577119,0.839633674,0.859839933,0.807592042,0.897080841,0.910833323,0.892659176,0.88036474,0.919999052,0.85477992,0.849922033,0.845375253,0.83672341,0.873121918,0.895186217,0.909020833,0.885580487,0.888933065,0.851807789,0.840509228,0.862064719,0.880876916,0.881549921,0.865292425,0.880224594,0.872300545,0.85635641,0.845086195,0.878464788,0.869769301,0.874095838,0.901455187,0.876364638,0.876016127,0.858778154,0.902240405,0.835884155,0.895571588,0.914485879,0.866158042,1,0.834438037,0.863068363,0.879320613,0.846334886,0.879489815,0.917255313,0.890381686,0.879742975,0.897537405,0.906407467,0.901663583,0.868911154,0.903214255,0.864690694,0.822868823,0.882591658,0.906562863,0.844280327,0.910218261,0.886874371,0.83918492,0.851887244,0.878162178,0.881471299,0.85342322,0.905449167,0.911415688,0.88487334,0.878000376,0.862006113,0.913610863,0.88459869,0.841676944,0.906922054,0.900373244,0.885065019,0.864037322,0.912081378,0.8833317,0.863344646,0.857825661,0.874233996,0.860783877,0.8661008,0.914545468,0.89663718,0.921064819,0.889848485,0.882965254,0.855253619,0.892792189,0.868549577,0.868917563,0.868499238,0.906151847,0.880993025,0.888211217,0.911197785,0.885792954,0.887857509,0.854996161,0.852156069,0.870842247,0.86789429,0.902837048
IRIT,0.825228395,0.821370638,0.807513594,0.802276647,0.818587589,0.863137965,0.852920063,0.852146712,0.854217592,0.845574413,0.827808466,0.8370978,0.81455217,0.829673634,0.826687693,0.856159655,0.863458243,0.816196079,0.851455942,0.825258528,0.836123357,0.844995115,0.847700398,0.758854037,0.794177056,0.838270569,0.85376168,0.826186154,0.836803951,0.769140296,0.815375012,0.824384266,0.785643051,0.854113943,0.869654992,0.84749711,0.839097264,0.869025368,0.814198641,0.799639801,0.81266731,0.800587331,0.828145165,0.848285823,0.86280363,0.842837688,0.849475261,0.816120888,0.807100102,0.826007583,0.840990036,0.84243185,0.830171765,0.828235201,0.837919388,0.819065267,0.812257317,0.822943903,0.836513279,0.834950066,0.858517452,0.836453939,0.834839347,0.819061811,0.856718575,0.797900654,0.848392365,0.867546689,0.813011028,0.834438037,1,0.826784431,0.837931428,0.810089595,0.839690029,0.875047155,0.834993591,0.831382395,0.849848978,0.856438007,0.858870185,0.828032933,0.850015023,0.828320096,0.79858062,0.841724224,0.860180396,0.805299001,0.85354965,0.843287106,0.812196542,0.81634091,0.836950934,0.841612028,0.815038271,0.855249673,0.871833869,0.83942066,0.834785674,0.822589615,0.857417278,0.839509514,0.799782227,0.858071937,0.84769344,0.847272714,0.821993792,0.859527016,0.827924866,0.824374617,0.8507868,0.822921497,0.813169657,0.823538516,0.871400621,0.84688652,0.867112622,0.847778633,0.837790199,0.818784038,0.844356022,0.83710539,0.830387408,0.81830288,0.844656023,0.8323457,0.842390429,0.862805879,0.842543772,0.845224455,0.818201806,0.8196896,0.8303179,0.827339322,0.859789919
ISET,0.862539134,0.850782789,0.827388229,0.829109583,0.84773765,0.885866148,0.890945083,0.882885559,0.886802731,0.871735534,0.860961249,0.87116175,0.834399106,0.859221279,0.856609487,0.893201208,0.896662099,0.847781579,0.884373958,0.845797226,0.864623825,0.864877014,0.878463081,0.767026185,0.816295869,0.870851287,0.899768034,0.858448146,0.869791252,0.793065978,0.8280493,0.84741855,0.796740709,0.881394969,0.899934442,0.877150186,0.87525406,0.907472279,0.84334591,0.825715219,0.8461485,0.821543926,0.861509296,0.880958746,0.900306322,0.882184947,0.879505542,0.838291785,0.826517687,0.852371979,0.879137399,0.890564796,0.863832612,0.858176762,0.857181651,0.853184571,0.847988729,0.855050791,0.855497311,0.871713924,0.914241088,0.867581286,0.857888112,0.84510806,0.901383596,0.823474192,0.884196938,0.911552038,0.842135441,0.863068363,0.826784431,1,0.865193054,0.835465621,0.877816573,0.903753342,0.866143528,0.863627983,0.88401492,0.890588436,0.893710007,0.857555653,0.886113899,0.854545677,0.810921757,0.872295065,0.895724909,0.828813295,0.886845582,0.877051317,0.831899212,0.838982295,0.870654373,0.870865034,0.847522103,0.889550283,0.900810364,0.877937091,0.862294024,0.856970411,0.89216,0.878804056,0.82757731,0.89078063,0.884247447,0.87481504,0.854215172,0.894656496,0.856672209,0.850675839,0.8462535,0.851532143,0.842686988,0.85562104,0.90162377,0.877021385,0.905460612,0.889417128,0.874106376,0.841200536,0.877321257,0.856651233,0.860401458,0.84673627,0.880370049,0.865869821,0.873456186,0.900398489,0.873093295,0.887589767,0.855699017,0.838629313,0.854221221,0.851146754,0.889365568
ITGY,0.864066259,0.863647412,0.838766625,0.840131535,0.859141836,0.905289159,0.903352359,0.898802133,0.90035102,0.882150607,0.866348443,0.878681623,0.846186553,0.872123709,0.868079098,0.902867012,0.910709546,0.855411774,0.896661113,0.859396997,0.886519876,0.882170899,0.891556286,0.781650055,0.829288615,0.882695399,0.899273695,0.868084473,0.880250735,0.800698993,0.843310786,0.863556124,0.813346613,0.89646657,0.912752476,0.89075337,0.882155484,0.919564005,0.850473442,0.836159465,0.845877614,0.834434654,0.870149865,0.89274735,0.909274117,0.887250494,0.892978904,0.851892808,0.853994243,0.864256677,0.882127364,0.883586058,0.867690178,0.869454062,0.873695018,0.859284303,0.847564134,0.868063171,0.870910691,0.875659335,0.903535995,0.877372214,0.892839723,0.856365155,0.903204232,0.831462357,0.893429017,0.914714956,0.850630666,0.879320613,0.837931428,0.865193054,1,0.854285707,0.877486896,0.919253282,0.878049681,0.877132068,0.895648726,0.902574247,0.903346551,0.869397389,0.895722396,0.866058866,0.828596753,0.8825523,0.90423221,0.842123727,0.900049917,0.886116643,0.843536942,0.851148647,0.87910228,0.884246594,0.852187243,0.902452117,0.914726153,0.885100171,0.874465337,0.865796539,0.906069445,0.882674295,0.841671551,0.903086508,0.896036905,0.887646833,0.863308689,0.908963329,0.870089229,0.862999421,0.861173889,0.86321124,0.853815342,0.864825263,0.91432668,0.891998297,0.920686529,0.890776224,0.881004519,0.853139971,0.888948935,0.872335816,0.870755453,0.859852622,0.89188222,0.874565327,0.884666036,0.909748878,0.885342674,0.890302402,0.858184176,0.850939625,0.888994311,0.864429229,0.901590864
IWOF,0.830477597,0.830909562,0.816378635,0.807348337,0.826556732,0.874464035,0.866794838,0.864855334,0.865921448,0.849228028,0.838526809,0.847705843,0.816354276,0.84272806,0.839498866,0.866183961,0.876794123,0.827394779,0.864003482,0.82977015,0.858950999,0.853218204,0.864463359,0.760405588,0.799939106,0.85173167,0.865517466,0.839694713,0.843523402,0.77238956,0.819605996,0.837484349,0.789925045,0.863945527,0.881088576,0.860796187,0.851701902,0.882154651,0.81811906,0.804451552,0.813649934,0.809732047,0.837616203,0.858444217,0.874220954,0.854577049,0.878123449,0.828455068,0.864112979,0.836870682,0.85088674,0.850003394,0.837443927,0.834675957,0.846228142,0.830512435,0.815794052,0.835397875,0.842135688,0.841967214,0.867872471,0.847200053,0.868374219,0.829323278,0.867723968,0.807978081,0.863236348,0.878011888,0.822323962,0.846334886,0.810089595,0.835465621,0.854285707,1,0.847544026,0.883456702,0.845555443,0.847122324,0.861728156,0.87207005,0.870225505,0.841803935,0.859255534,0.843072721,0.804803836,0.847977352,0.868181479,0.812087994,0.867865613,0.855305406,0.812313119,0.821218886,0.846700001,0.852795515,0.823556574,0.865570299,0.881613052,0.853060365,0.846421617,0.836127283,0.868306972,0.849180459,0.809062314,0.868769652,0.859391998,0.860224256,0.838566464,0.874288046,0.839258182,0.832932882,0.834631821,0.83051488,0.820365667,0.830238204,0.877673206,0.855386451,0.885114769,0.85860935,0.848058092,0.824890262,0.857465676,0.844024009,0.844732779,0.829911778,0.857260513,0.83974271,0.851533908,0.8724981,0.853549141,0.856432561,0.831484085,0.822525641,0.853857328,0.835558604,0.867072068
IWSP,0.871393827,0.860849904,0.838273652,0.837975576,0.858613628,0.902059442,0.904845306,0.897407972,0.900359224,0.885184891,0.869891384,0.883026338,0.849612568,0.872111064,0.867846204,0.904192203,0.912260416,0.857605618,0.897567377,0.857218621,0.878828474,0.882942475,0.893329427,0.783940134,0.828955833,0.881928852,0.905826595,0.868839832,0.878210918,0.800924058,0.84376485,0.862389554,0.81188678,0.895491151,0.913553388,0.892992583,0.890553205,0.921923079,0.850228982,0.834544499,0.853054751,0.832595494,0.87198709,0.895087657,0.912410442,0.892388847,0.891445779,0.855389079,0.842294677,0.864393821,0.889983701,0.892824273,0.875251144,0.869409318,0.874094845,0.865659783,0.855755091,0.865648708,0.870161394,0.880837536,0.912371178,0.879055006,0.87525973,0.85746018,0.909675089,0.833612854,0.895587605,0.91755391,0.851473835,0.879489815,0.839690029,0.877816573,0.877486896,0.847544026,1,0.918538782,0.879101597,0.876586181,0.89683246,0.903846991,0.909137324,0.869613829,0.895617475,0.867642948,0.826057165,0.882413025,0.906734622,0.839920175,0.900237602,0.889883626,0.840942427,0.85045861,0.8830871,0.884274035,0.856561571,0.900889674,0.912580339,0.889780514,0.877846365,0.866187059,0.904188673,0.886362253,0.837584806,0.904337406,0.89909521,0.887378256,0.865751897,0.906255132,0.869592377,0.861466425,0.862517466,0.862740963,0.851539984,0.863477157,0.914784141,0.89089435,0.918911742,0.898150887,0.888809574,0.853577975,0.890133226,0.871870468,0.871091262,0.859169075,0.893194984,0.875152157,0.883039108,0.913076278,0.885984563,0.895725114,0.863896943,0.850274128,0.867326933,0.865773979,0.901934982
JACK,0.902057462,0.896514567,0.875892261,0.875137666,0.895228942,0.955063417,0.946815021,0.939833741,0.943082065,0.928269897,0.905008001,0.919038879,0.883775453,0.908489292,0.905010451,0.947182406,0.952576321,0.893200786,0.936703382,0.908966725,0.917070466,0.931244142,0.931562458,0.826885549,0.858942164,0.919973033,0.938935145,0.906938646,0.919015903,0.83086012,0.890334221,0.903615801,0.852098382,0.940499282,0.961981346,0.934286079,0.921957993,0.965294694,0.888781976,0.871153435,0.882199466,0.868298607,0.910766697,0.935215585,0.953244802,0.927550391,0.934173043,0.895460431,0.876133992,0.900224543,0.92113608,0.923971455,0.906856618,0.909263627,0.920643065,0.896040174,0.88500726,0.904341864,0.915496697,0.913054515,0.946271256,0.911325153,0.913773832,0.891832481,0.944767543,0.864781614,0.934966324,0.956426555,0.887759236,0.917255313,0.875047155,0.903753342,0.919253282,0.883456702,0.918538782,1,0.917852636,0.916490952,0.933539219,0.944750276,0.944901118,0.905821422,0.941098481,0.907136449,0.869841615,0.923614145,0.946906362,0.877241521,0.940442599,0.928196688,0.880383389,0.892395145,0.919492913,0.923450912,0.891282918,0.946757574,0.992555568,0.926692835,0.917514192,0.900401179,0.948335349,0.923918864,0.872913326,0.945087657,0.93867892,0.926663749,0.900541864,0.947567008,0.908869976,0.902809431,0.905351264,0.904496089,0.890014179,0.900643588,0.96305337,0.931841806,0.960450269,0.932825178,0.923531091,0.887417606,0.933062572,0.922719768,0.907681289,0.895269584,0.935335125,0.914050019,0.927792909,0.955114142,0.923316774,0.930226926,0.893083274,0.922088226,0.909157661,0.904767697,0.949683425
KEES,0.865040727,0.86273611,0.835977849,0.844943259,0.862079123,0.900910882,0.905375795,0.897871687,0.900746853,0.885977439,0.865406743,0.87793849,0.844121976,0.874074636,0.868791118,0.907454155,0.912195342,0.85629771,0.896871137,0.856634295,0.877977734,0.878271471,0.891496106,0.778221734,0.828007701,0.879356524,0.898676515,0.869297318,0.882715716,0.804592441,0.839417728,0.857973164,0.806607164,0.896465679,0.913835472,0.8925672,0.881489514,0.920827819,0.854382246,0.841932182,0.846108594,0.833536588,0.872579119,0.893113999,0.91114663,0.887975027,0.889845715,0.851804682,0.838386013,0.864057412,0.8814581,0.883649977,0.866818109,0.890927942,0.871358332,0.859088438,0.846198976,0.871397163,0.867936006,0.874368744,0.904189572,0.877814045,0.87246388,0.862229088,0.904125513,0.834067802,0.895641965,0.915236894,0.858368637,0.890381686,0.834993591,0.866143528,0.878049681,0.845555443,0.879101597,0.917852636,1,0.878149133,0.897682604,0.904478377,0.900813775,0.870864234,0.900227608,0.864365789,0.822258186,0.883999384,0.905931248,0.847006328,0.904149675,0.885545385,0.8416265,0.851505801,0.879534542,0.881800779,0.853819955,0.905500027,0.913209412,0.884156252,0.876819712,0.863203877,0.912409432,0.886111299,0.844125221,0.907512901,0.899260701,0.884921826,0.863714874,0.907481632,0.877484219,0.862367901,0.859925189,0.868953989,0.856755262,0.866528735,0.914762147,0.897572704,0.918552172,0.891853353,0.883486983,0.854027917,0.894693318,0.869925973,0.869846132,0.866869401,0.898544107,0.879557531,0.884341285,0.911815067,0.8869147,0.889844262,0.858421753,0.850743327,0.867739411,0.866246626,0.901761341
KELP,0.859326081,0.858555645,0.83246235,0.84055807,0.857976188,0.901440058,0.902750246,0.9064895,0.905910865,0.882428186,0.863691732,0.877211848,0.842535797,0.871129579,0.878881726,0.901984231,0.910411658,0.854604466,0.919752328,0.854283992,0.879596833,0.879523215,0.889096427,0.782674871,0.823474851,0.877864043,0.896697218,0.866431467,0.877977736,0.796495457,0.840215962,0.859349789,0.808149328,0.894000055,0.912497766,0.902102279,0.882341618,0.920064786,0.848664123,0.836174148,0.840934339,0.841864435,0.868595184,0.890573514,0.906651724,0.882995442,0.892088644,0.848825469,0.840140426,0.85595714,0.881075259,0.883702392,0.863262744,0.871162756,0.869469544,0.856960896,0.84465258,0.864736221,0.868980458,0.875695812,0.902394045,0.87222344,0.877119304,0.855905889,0.902146645,0.831169319,0.891666097,0.915761366,0.85192922,0.879742975,0.831382395,0.863627983,0.877132068,0.847122324,0.876586181,0.916490952,0.878149133,1,0.892643598,0.903562061,0.900793891,0.866870244,0.895870797,0.862445682,0.825362248,0.881758228,0.902509632,0.837617256,0.899566882,0.885070356,0.835314632,0.849860517,0.880206349,0.886732269,0.850835508,0.901178097,0.913497188,0.885775965,0.880523143,0.858549405,0.90359496,0.882931566,0.834508233,0.900343053,0.894518394,0.883433972,0.860304146,0.904933227,0.871866334,0.861179322,0.859645035,0.863623399,0.851181589,0.860827004,0.914232023,0.888926876,0.916223853,0.890101945,0.878930167,0.860868521,0.888713044,0.869686161,0.867784328,0.858204958,0.895602703,0.874614869,0.883403352,0.908957819,0.884791212,0.887487741,0.856496948,0.848807584,0.867829538,0.863651406,0.899982023
KOMO,0.87797823,0.884788622,0.851690607,0.86245225,0.878712332,0.919949565,0.929443317,0.916712398,0.918787569,0.899757326,0.883878217,0.896236198,0.858885973,0.887658072,0.888273939,0.924815531,0.929920211,0.872989913,0.914585191,0.870105066,0.901087458,0.894800897,0.91071808,0.792191621,0.844197627,0.895717557,0.916446338,0.886108465,0.895213525,0.821946967,0.856975906,0.876517209,0.822695066,0.911896098,0.933442963,0.907611835,0.898507089,0.940226195,0.871859788,0.859191542,0.86011315,0.848194386,0.892054684,0.912974824,0.926484638,0.906152031,0.909832621,0.868043463,0.856232083,0.879491709,0.900269861,0.900107464,0.885726147,0.892573521,0.887607045,0.874301911,0.863399589,0.887070874,0.884739581,0.891472564,0.922701048,0.894238666,0.890014746,0.876390882,0.92196488,0.848619685,0.911802008,0.933994644,0.874165741,0.897537405,0.849848978,0.88401492,0.895648726,0.861728156,0.89683246,0.933539219,0.897682604,0.892643598,1,0.929330953,0.91962758,0.885919162,0.921125673,0.881381746,0.838706145,0.898800878,0.923180076,0.85876888,0.920408229,0.90204706,0.852855099,0.865381705,0.896105196,0.901473216,0.872747058,0.919850924,0.929034386,0.904533545,0.890314338,0.880807037,0.924753512,0.904909818,0.855919742,0.925197363,0.918667146,0.901883751,0.880541811,0.932906747,0.889761083,0.879489316,0.875541431,0.886664335,0.876238169,0.883476343,0.933370501,0.908500432,0.942352946,0.909042619,0.902702542,0.865873072,0.909157882,0.885563997,0.88859965,0.875866587,0.920520961,0.895772729,0.905134178,0.929506301,0.901989496,0.908215405,0.876880491,0.864839653,0.881603495,0.882823397,0.919714009
KUVZ,0.88644695,0.89232527,0.857599249,0.867888602,0.887616834,0.929870686,0.939989344,0.924870885,0.926827148,0.909169389,0.891284447,0.904252064,0.863972624,0.89699979,0.891915695,0.931950597,0.938204764,0.881578687,0.921770961,0.879291463,0.907012584,0.90565526,0.915953848,0.80285715,0.846267278,0.905522486,0.924893333,0.894882059,0.902554219,0.827690786,0.86266921,0.883660658,0.827837737,0.92191176,0.942637185,0.917341363,0.907522276,0.949815469,0.876709849,0.865706171,0.868185062,0.854756544,0.893894622,0.919066497,0.936877809,0.912731791,0.919581733,0.874259077,0.86386005,0.886739791,0.905372376,0.909654826,0.891122797,0.899849954,0.897129198,0.881564229,0.869547567,0.895865597,0.893180337,0.899169433,0.930592688,0.902131237,0.898910359,0.884519101,0.932786577,0.856852899,0.921195584,0.94252178,0.882506453,0.906407467,0.856438007,0.890588436,0.902574247,0.87207005,0.903846991,0.944750276,0.904478377,0.903562061,0.929330953,1,0.928382511,0.894680926,0.927881864,0.890135357,0.845179783,0.909116197,0.929743822,0.863509646,0.931418337,0.911030057,0.862191619,0.871740501,0.903807386,0.906531801,0.876177143,0.9284416,0.941306329,0.911186905,0.898635858,0.887461472,0.932846801,0.910030798,0.860858525,0.930540841,0.926639545,0.912380367,0.889622777,0.940890405,0.898855208,0.885386632,0.882744014,0.896828964,0.881347221,0.889642651,0.941847991,0.915659789,0.951627805,0.918540602,0.9100911,0.874375509,0.91505007,0.894462458,0.895738538,0.884237683,0.929420435,0.904419407,0.911570671,0.939193877,0.910558771,0.917476457,0.883364777,0.872273178,0.891755335,0.889039297,0.928832489
LAB,0.888680124,0.882583377,0.861567265,0.861145359,0.882327195,0.93473876,0.928236764,0.922770622,0.926502785,0.906657638,0.892239811,0.904729772,0.868217005,0.896471025,0.893291566,0.929434212,0.937675423,0.880130045,0.922041457,0.880940556,0.902290816,0.909370432,0.916517946,0.806829634,0.847247767,0.905480285,0.926670276,0.892068247,0.900512194,0.81838417,0.869532265,0.888450601,0.831875572,0.922135054,0.942115125,0.917421344,0.911983161,0.947188176,0.87157271,0.857655603,0.871337996,0.853682437,0.892655698,0.916946083,0.935247166,0.913584098,0.918166057,0.878657819,0.864506144,0.886008617,0.909063863,0.913054725,0.894897665,0.892798497,0.899552095,0.905387974,0.872734932,0.887518102,0.895123256,0.913734972,0.933682599,0.899798325,0.901020053,0.879935627,0.932138497,0.855404785,0.920330893,0.940444198,0.874599749,0.901663583,0.858870185,0.893710007,0.903346551,0.870225505,0.909137324,0.944901118,0.900813775,0.900793891,0.91962758,0.928382511,1,0.892553811,0.920693237,0.894472434,0.848511392,0.905692109,0.929102451,0.860092611,0.92438958,0.921132453,0.86249211,0.872209786,0.909240446,0.908654152,0.875097059,0.928050949,0.941029088,0.911998313,0.901834997,0.885965851,0.92873572,0.908175981,0.85862064,0.926995704,0.921343651,0.913525597,0.887005971,0.931087467,0.893307749,0.88474169,0.883992663,0.88778323,0.87620846,0.884062807,0.941032703,0.913156734,0.94301155,0.919153973,0.909885277,0.875298321,0.913126691,0.899120128,0.893488381,0.879475308,0.917143176,0.897142921,0.907421275,0.934984903,0.910070846,0.916230435,0.883891273,0.872841239,0.892894511,0.88990531,0.927873187
