abrevParker2017,abrevGaramszegi2019,breed,synonym,w1AKC,w2AKC,w1Bell,w2Bell,w1malesAKC,w2malesAKC,w1malesBell,w2malesBell,w1femalesAKC,w2femalesAKC,w1femalesBell,w2femalesBell,wAKC,wAKCmales,wAKCfemales,wBell2012,wBellmales,wBellfemales,wFan2016,wFan2016males,wFan2016females,wSpeakman2003,wKraus2013,wGerstner2010,wHawthorne2004,wCareau2010,weightcompendia,weightpapers,weight,l1AKC,l2AKC,l1Bell,l2Bell,lAKC,lBell,lLeroy2015b,lONeill2013,lMichell1999,lcompendia,lpapers,lifespan,lsClark2017,lsBell2012,lsLeroy2015,lsOkkens1993,lsSchrack2017,lsGroppetti2015,lsBorge2011,lsNielen2000,lsOgrak2009,lsWildt1982,lsYilmaz2007,lsGroppetti2017,lsMila2015,lsThomassen2006,lsGoleman2015,lsGubbels2008,lswebsite1,lswebsite2,lscompendia,lspapers,littersize,malesperlitterGubbels2008,femalesperlitterGubbels2008,bwClark2017,bwFan2016,bwYlmaz2007,bwGroppetti2017,bwGroppetti2015,bwFan2016males,bwFan2016females,bwcompendia,bwpapers,bwpaperskg,bw,bwkg,bwkgxls,grHawthorne2004,grPosadas2014,expgr,T99Hawthorne2004,T99Posadas2014,T99,growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PULI,PULI,Puli medium,Puli medium,11.340 ,15.876 ,13.500 ,18.000 ,,,,,,,,,13.608 ,,,15.750 ,,,,,,,,,,,14.679 ,,14.679 ,10.000 ,15.000 ,11.000 ,14.000 ,12.500 ,12.500 ,,,,12.500 ,,12.500 ,,,,,,,4.000 ,,,,,,,,,,,,,4.000 ,4.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUMI,PUMI,Pumi,Pumi,,,,,12.247 ,13.154 ,,,9.979 ,10.886 ,,,11.567 ,12.701 ,10.433 ,,,,,,,,,,,,11.567 ,,11.567 ,12.000 ,13.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,5.600 ,,,,,7.000 ,,,,,,,,6.300 ,6.300 ,,,,,,232.000 ,,,,,232.000 ,0.232 ,232.000 ,0.232 ,1.4616,,,,,,,4885.6017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHOD,RHOD,Rhodesian Ridgeback,Rhodesian Ridgeback,,,,,,,38.500 ,,,,32.000 ,,,,,35.250 ,38.500 ,32.000 ,36.300 ,36.300 ,,,34.000 ,32.890 ,,,35.250 ,34.397 ,34.823 ,,,10.000 ,12.000 ,,11.000 ,,,9.100 ,11.000 ,9.100 ,10.050 ,,,,,,10.000 ,8.900 ,,,,,12.000 ,,7.900 ,,,,,,9.700 ,9.700 ,,,,440.000 ,,390.000 ,,440.000 ,,,415.000 ,0.415 ,415.000 ,0.415 ,4.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROTT,ROTT,Rottweiler,Rottweiler,,,,,43.091 ,61.235 ,43.000 ,61.500 ,36.287 ,45.359 ,36.500 ,45.500 ,46.493 ,52.163 ,40.823 ,46.625 ,52.250 ,41.000 ,,,,,45.000 ,40.030 ,,38.560 ,46.559 ,41.197 ,43.878 ,9.000 ,10.000 ,12.000 ,,9.500 ,12.000 ,,8.000 ,9.800 ,10.333 ,8.900 ,9.378 ,,,,,,,,,,,,6.500 ,,,,,,,,6.500 ,6.500 ,,,,,,360.000 ,,,,,360.000 ,0.360 ,360.000 ,0.360 ,2.3400,,,,,,,12814.7722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALU,SALU,Saluki,Saluki,18.144 ,29.483 ,,,,,18.000 ,25.000 ,,,14.000 ,18.000 ,23.814 ,,,18.750 ,21.500 ,16.000 ,,,,,,,,,20.438 ,,20.438 ,10.000 ,17.000 ,12.000 ,,13.500 ,12.000 ,,,,13.000 ,,13.000 ,,,,,,,6.300 ,,,,,,,,,,,,,6.300 ,6.300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMO,SAMO,Samoyed,Samoyed,,,23.000 ,29.500 ,20.412 ,29.483 ,,,15.876 ,22.680 ,,,22.113 ,24.948 ,19.278 ,26.250 ,,,,,,,25.000 ,19.850 ,,18.140 ,23.492 ,20.997 ,22.244 ,12.000 ,14.000 ,12.000 ,,13.000 ,12.000 ,,,11.000 ,12.667 ,11.000 ,11.833 ,,,,,,,6.200 ,,,,,7.000 ,,,,,,,,6.600 ,6.600 ,,,,,,229.000 ,,,,,229.000 ,0.229 ,229.000 ,0.229 ,1.5114,,,,,,,9556.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOT,SCOT,Scottish Terrier,Scottish Terrier,,,,,8.618 ,9.979 ,8.500 ,10.000 ,8.165 ,9.525 ,8.000 ,9.500 ,9.072 ,9.299 ,8.845 ,9.000 ,9.250 ,8.750 ,,,,,9.000 ,,,9.530 ,9.036 ,9.265 ,9.150 ,12.000 ,,12.000 ,15.000 ,12.000 ,13.500 ,,12.000 ,12.000 ,13.000 ,12.000 ,12.333 ,,,,,,,5.700 ,,,,,3.000 ,,,,,,,,4.350 ,4.350 ,,,198.447 ,,,210.000 ,,,,198.447 ,210.000 ,0.210 ,204.223 ,0.204 ,0.8884,,,,,,,4342.1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCWT,SCWT,Irish Soft Coated Wheaten Terrier,Soft Coated Wheaten Terrier,,,,,15.876 ,18.144 ,16.000 ,18.000 ,13.608 ,15.876 ,13.500 ,16.000 ,15.876 ,17.010 ,14.742 ,15.875 ,17.000 ,14.750 ,18.000 ,18.000 ,,,,,,,15.875 ,18.000 ,16.938 ,12.000 ,14.000 ,13.000 ,15.000 ,13.000 ,14.000 ,,,,13.500 ,,13.500 ,6.000 ,,,,,,5.800 ,,,,,,,,,,,,6.000 ,5.800 ,5.900 ,,,184.272 ,265.000 ,,,,265.000 ,,184.272 ,265.000 ,0.265 ,224.636 ,0.225 ,1.3254,,,,,,,6967.3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAR,SHAR,Chinese Shar-Pei,Chinese Shar-Pei,20.412 ,27.216 ,20.500 ,27.000 ,,,,,,,,,23.814 ,,,23.750 ,,,,,,,,,,,23.782 ,,23.782 ,8.000 ,12.000 ,11.000 ,12.000 ,10.000 ,11.500 ,,,,10.750 ,,10.750 ,,,,,,,,,,,,,,,,,5.000 ,5.500 ,,,5.250 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIB,SHIB,Shiba Inu,Shiba Inu,,,,,,,10.500 ,,,,7.500 ,,,,,9.000 ,10.500 ,7.500 ,,,,,,,,,9.000 ,,9.000 ,13.000 ,16.000 ,12.000 ,13.000 ,14.500 ,12.500 ,,,,13.500 ,,13.500 ,,,,,,,3.300 ,,,,,3.000 ,,,,,,,,3.150 ,3.150 ,,,,,,241.000 ,,,,,241.000 ,0.241 ,241.000 ,0.241 ,0.7592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIH,SHIH,Shih Tzu,Shih Tzu,4.082 ,7.257 ,,,,,4.000 ,7.000 ,,,4.000 ,7.000 ,5.670 ,,,5.500 ,5.500 ,5.500 ,5.500 ,5.500 ,,,5.000 ,,,6.800 ,5.557 ,5.767 ,5.662 ,10.000 ,18.000 ,13.000 ,15.000 ,14.000 ,14.000 ,,13.300 ,13.400 ,14.000 ,13.350 ,13.567 ,3.500 ,,,,,,4.200 ,,,,,4.000 ,5.330 ,,4.540 ,,,,3.500 ,4.518 ,4.314 ,,,170.097 ,170.000 ,,155.000 ,,170.000 ,,170.097 ,162.500 ,0.163 ,165.032 ,0.165 ,0.7119,,,,,,,3335.6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILK,SILK,Australian Silky Terrier,Australian Silky Terrier,4.536 ,,4.000 ,5.000 ,,,,,,,,,4.536 ,,,4.500 ,,,,,,,,,,4.080 ,4.512 ,4.080 ,4.296 ,13.000 ,15.000 ,11.000 ,14.000 ,14.000 ,12.500 ,,,,13.250 ,,13.250 ,3.500 ,,,,,,3.700 ,,,,,,,,,,,,3.500 ,3.700 ,3.600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIP,SKIP,Schipperke,Schipperke,4.536 ,7.257 ,3.000 ,7.500 ,,,,,,,,,5.897 ,,,5.250 ,,,6.750 ,6.750 ,,,,,,,5.573 ,6.750 ,6.162 ,12.000 ,14.000 ,13.000 ,16.000 ,13.000 ,14.500 ,,,,13.750 ,,13.750 ,,,,,,,,,,,,,,,,,5.000 ,4.500 ,,,4.750 ,,,,140.000 ,,,,140.000 ,,,140.000 ,0.140 ,140.000 ,0.140 ,0.6650,,,,,,,4111.9257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLOU,SLOU,Sloughi,Sloughi,15.876 ,22.680 ,,,,,,,,,,,19.278 ,,,,,,,,,,,,,,19.278 ,,19.278 ,10.000 ,15.000 ,,,12.500 ,,,,,12.500 ,,12.500 ,,,,,,,10.000 ,,,,,,,,,,,,,10.000 ,10.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIN,SPIN,Spinone Italiano,Spinone Italiano,,,,,,,32.000 ,38.000 ,,,28.000 ,32.000 ,,,,32.500 ,35.000 ,30.000 ,33.110 ,33.110 ,,,,,,,32.500 ,33.110 ,32.805 ,10.000 ,12.000 ,12.000 ,14.000 ,11.000 ,13.000 ,,,,12.000 ,,12.000 ,,,,,,,,,,,,8.000 ,,,,,,,,8.000 ,8.000 ,,,,650.000 ,,450.000 ,,650.000 ,,,550.000 ,0.550 ,550.000 ,0.550 ,4.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOO,SPOO,Poodle standard,Caniche standard,,,,,27.216 ,31.751 ,20.000 ,32.000 ,18.144 ,22.680 ,20.000 ,27.000 ,24.948 ,29.483 ,20.412 ,24.750 ,26.000 ,23.500 ,,,,,25.000 ,,,29.480 ,24.849 ,27.240 ,26.044 ,10.000 ,18.000 ,12.000 ,15.000 ,14.000 ,13.500 ,,,12.000 ,13.750 ,12.000 ,12.875 ,,,,,,,7.000 ,,,,,,,,,,,,,7.000 ,7.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSHP,SSHP,Shetland Sheepdog,Shetland Sheepdog,6.804 ,11.340 ,,,,,6.000 ,8.000 ,,,5.500 ,7.000 ,9.072 ,,,6.625 ,7.000 ,6.250 ,,,,,7.000 ,,,9.070 ,7.441 ,8.035 ,7.738 ,12.000 ,14.000 ,12.000 ,15.000 ,13.000 ,13.500 ,,12.500 ,13.300 ,13.250 ,12.900 ,13.017 ,5.000 ,,,,,,3.900 ,,,,,5.000 ,,,,3.450 ,,,5.000 ,4.117 ,4.338 ,1.690 ,1.760 ,198.447 ,,,150.000 ,,,,198.447 ,150.000 ,0.150 ,174.223 ,0.174 ,0.7557,,,,,,,5107.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNZ,SSNZ,Schnauzer Standard,Schnauzer Standard,,,,,15.876 ,22.680 ,18.000 ,20.500 ,13.608 ,20.412 ,16.000 ,18.000 ,18.144 ,19.278 ,17.010 ,18.125 ,19.250 ,17.000 ,,,,,17.000 ,,,15.880 ,18.134 ,16.440 ,17.287 ,13.000 ,16.000 ,12.000 ,14.000 ,14.500 ,13.000 ,,,,13.750 ,,13.750 ,,,,,,,7.000 ,,,,,11.000 ,,,,,,,,9.000 ,9.000 ,,,,,,280.000 ,,,,,280.000 ,0.280 ,280.000 ,0.280 ,2.5200,,,,,,,6379.8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAF,STAF,Staffordshire Bull Terrier,Staffordshire Bull Terrier,,,,,12.701 ,17.236 ,12.500 ,17.000 ,10.886 ,15.422 ,11.000 ,15.500 ,14.061 ,14.969 ,13.154 ,14.000 ,14.750 ,13.250 ,14.000 ,14.000 ,,,,,,,14.031 ,14.000 ,14.015 ,12.000 ,14.000 ,11.000 ,12.000 ,13.000 ,11.500 ,,10.700 ,10.000 ,12.250 ,10.350 ,10.983 ,,,,,,5.250 ,5.600 ,,,,,5.000 ,,,,,,,,5.283 ,5.283 ,,,,284.000 ,,319.500 ,,284.000 ,,,301.750 ,0.302 ,301.750 ,0.302 ,1.5942,,,,,,,4559.9344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STBD,STBD,Saint Bernard,Saint Bernard,,,50.000 ,91.000 ,63.503 ,81.647 ,,,54.431 ,63.503 ,,,65.771 ,72.575 ,58.967 ,70.500 ,,,70.500 ,70.500 ,,,59.000 ,,65.200 ,68.040 ,67.347 ,65.685 ,66.516 ,8.000 ,10.000 ,8.000 ,9.000 ,9.000 ,8.500 ,,,4.100 ,8.750 ,4.100 ,6.425 ,,,,,,,6.800 ,,,,,12.000 ,,,,,,,,9.400 ,9.400 ,,,,566.000 ,,370.000 ,,566.000 ,,,468.000 ,0.468 ,468.000 ,0.468 ,4.3992,13.200 ,,13.200 ,56.700 ,,56.700 ,13953.5983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVAL,SVAL,Swedish Vallhund,Swedish Vallhund,9.072 ,15.876 ,11.500 ,16.000 ,,,,,,,,,12.474 ,,,13.750 ,,,,,,,,,,,13.112 ,,13.112 ,12.000 ,15.000 ,12.000 ,14.000 ,13.500 ,13.000 ,,,,13.250 ,,13.250 ,,,,,,,5.000 ,,,,,,,,,,,,,5.000 ,5.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIBM,TIBM,Tibetan Mastiff,Tibetan Mastiff,,,,,40.823 ,68.039 ,45.000 ,72.500 ,31.751 ,54.431 ,34.000 ,54.500 ,48.761 ,54.431 ,43.091 ,51.500 ,58.750 ,44.250 ,67.900 ,67.900 ,,,,,,,50.131 ,67.900 ,59.015 ,10.000 ,12.000 ,10.000 ,,11.000 ,10.000 ,,,,10.667 ,,10.667 ,,,,,,,,,,,,7.000 ,,,,,,,,7.000 ,7.000 ,,,,510.000 ,,450.000 ,,510.000 ,,,480.000 ,0.480 ,480.000 ,0.480 ,3.3600,,,,,,,10058.5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIBS,TIBS,Tibetan Spaniel,Tibetan Spaniel,4.082 ,6.804 ,4.000 ,7.000 ,,,,,,,,,5.443 ,,,5.500 ,,,,,,,,,,,5.472 ,,5.472 ,12.000 ,15.000 ,13.000 ,15.000 ,13.500 ,14.000 ,,,,13.750 ,,13.750 ,,,,,,,3.800 ,,,,,,,,,,,,,3.800 ,3.800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIBT,TIBT,Tibetan Terrier,Tibetan Terrier,,,8.000 ,13.500 ,8.165 ,13.608 ,,,,,,,10.886 ,10.886 ,,10.750 ,,,10.900 ,10.900 ,,,,,,,10.818 ,10.900 ,10.859 ,15.000 ,16.000 ,13.000 ,15.000 ,15.500 ,14.000 ,,,14.300 ,14.750 ,14.300 ,14.525 ,,,,,,,5.200 ,,,,,2.000 ,,,,,,,,3.600 ,3.600 ,,,,213.000 ,,217.000 ,,213.000 ,,,215.000 ,0.215 ,215.000 ,0.215 ,0.7740,,,,,,,4963.3526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPOO,TPOO,Poodle toy,Caniche toy,1.814 ,2.722 ,,,,,2.500 ,4.000 ,,,2.500 ,4.000 ,2.268 ,,,3.250 ,3.250 ,3.250 ,,,,,4.000 ,,,4.540 ,2.923 ,4.270 ,3.596 ,10.000 ,18.000 ,15.000 ,17.000 ,14.000 ,16.000 ,,,14.400 ,15.000 ,14.400 ,14.700 ,,,,,,,2.400 ,,,,,2.000 ,,,,,,,,2.200 ,2.200 ,,,,,,116.500 ,,,,,116.500 ,0.117 ,116.500 ,0.117 ,0.2563,,18.910 ,18.910 ,,36.000 ,36.000 ,1846.7468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURV,TURV,Belgian Shepherd (Tervuren),Chien de Berger Belge (Tervuren),,,28.000 ,,24.948 ,34.019 ,,,20.412 ,27.216 ,,,26.649 ,29.483 ,23.814 ,28.000 ,,,,,,,,23.870 ,,,26.919 ,23.870 ,25.394 ,12.000 ,14.000 ,12.000 ,14.000 ,13.000 ,13.000 ,,,,13.000 ,,13.000 ,,,,,,,6.200 ,,,,,,,,,,,,,6.200 ,6.200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIZS,VIZS,Hungarian Wire Haired Pointer,Vizsla,,,,,24.948 ,29.483 ,20.500 ,27.000 ,20.412 ,24.948 ,18.000 ,25.000 ,24.948 ,27.216 ,22.680 ,22.625 ,23.750 ,21.500 ,23.500 ,23.500 ,,,21.000 ,,,25.170 ,23.786 ,23.223 ,23.505 ,12.000 ,14.000 ,12.000 ,14.000 ,13.000 ,13.000 ,,,12.500 ,13.000 ,12.500 ,12.750 ,,,,,,,5.000 ,,,,,6.000 ,,,,,,,,5.500 ,5.500 ,,,,482.000 ,,400.000 ,,482.000 ,,,441.000 ,0.441 ,441.000 ,0.441 ,2.4255,,,,,,,5557.0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPIN,VPIN,Volpino Italiano,Volpino Italiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.300 ,,,,,4.000 ,,,,,,,,3.650 ,3.650 ,,,,,,132.500 ,,,,,132.500 ,0.133 ,132.500 ,0.133 ,0.4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEIM,WEIM,Weimaraner,Weimaraner,,,,,31.751 ,40.823 ,34.100 ,40.000 ,24.948 ,34.019 ,31.800 ,36.400 ,32.885 ,36.287 ,29.483 ,35.575 ,37.050 ,34.100 ,,,,,28.000 ,,,22.680 ,34.230 ,25.340 ,29.785 ,10.000 ,13.000 ,10.000 ,14.000 ,11.500 ,12.000 ,,12.600 ,10.000 ,11.750 ,11.300 ,11.450 ,,,,,,,8.800 ,,,,,6.500 ,,,,,,,,7.650 ,7.650 ,,,,,,450.000 ,,,,,450.000 ,0.450 ,450.000 ,0.450 ,3.4425,,10.260 ,10.260 ,,66.000 ,66.000 ,7207.8711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFOX,WFOX,Fox Terrier (smooth and wire),Fox Terrier (smooth and wire),,,,,,,8.000 ,,6.804 ,7.711 ,7.000 ,,7.257 ,,7.257 ,7.500 ,8.000 ,7.000 ,8.000 ,8.000 ,,,8.000 ,,,7.260 ,7.379 ,7.753 ,7.566 ,12.000 ,15.000 ,13.000 ,14.000 ,13.500 ,13.500 ,,,13.000 ,13.500 ,13.000 ,13.250 ,,,,,,,3.500 ,,,,,3.000 ,,,,,,,,3.250 ,3.250 ,,,,213.000 ,,225.000 ,,213.000 ,,,219.000 ,0.219 ,219.000 ,0.219 ,0.7118,,11.720 ,11.720 ,,54.000 ,54.000 ,3213.9142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHIP,WHIP,Whippet,Whippet,11.340 ,18.144 ,,,,,7.500 ,12.500 ,,,6.000 ,11.000 ,14.742 ,,,9.250 ,10.000 ,8.500 ,,,,,,9.720 ,,,11.081 ,9.720 ,10.400 ,12.000 ,15.000 ,12.000 ,14.000 ,13.500 ,13.000 ,,,14.300 ,13.250 ,14.300 ,13.775 ,,,,,,,6.100 ,,,,,6.500 ,,,,,,,,6.300 ,6.300 ,,,,,,352.000 ,,,,,352.000 ,0.352 ,352.000 ,0.352 ,2.2176,,,,,,,4087.9943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHWT,WHWT,West Highland White Terrier,West Highland White Terrier,6.804 ,9.072 ,,,,,7.000 ,10.000 ,,,6.000 ,7.000 ,7.938 ,,,7.500 ,8.500 ,6.500 ,,,,,8.000 ,,,7.710 ,7.646 ,7.855 ,7.750 ,13.000 ,15.000 ,15.000 ,,14.000 ,15.000 ,12.930 ,13.500 ,12.800 ,14.333 ,13.077 ,13.391 ,,,3.470 ,,,,3.700 ,,,,,4.000 ,5.000 ,,3.500 ,3.800 ,,,,3.912 ,3.912 ,1.800 ,2.000 ,,,,180.000 ,,,,,180.000 ,0.180 ,180.000 ,0.180 ,0.7041,,,,,,,4309.9222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YORK,YORK,Yorkshire Terrier,Biewer Terrier,3.175 ,,1.500 ,2.000 ,,,3.000 ,,,,3.000 ,,3.175 ,,,2.375 ,3.000 ,3.000 ,,,,,3.000 ,,,2.950 ,2.535 ,2.975 ,2.755 ,11.000 ,15.000 ,12.000 ,15.000 ,13.000 ,13.500 ,,13.000 ,12.800 ,13.250 ,12.900 ,13.017 ,,,,,,1.000 ,3.500 ,,,,,3.000 ,7.500 ,,3.580 ,,,,,3.716 ,3.716 ,,,,,,120.000 ,,,,,120.000 ,0.120 ,120.000 ,0.120 ,0.4459,,9.910 ,9.910 ,,46.000 ,46.000 ,2545.9533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AESK,NA,American Eskimo Dog Standard,American Eskimo Dog Standard,5.897 ,6.804 ,8.000 ,16.000 ,,,,,,,,,6.350 ,,,12.000 ,,,,,,,7.000 ,,,,9.175 ,7.000 ,8.088 ,13.000 ,15.000 ,11.000 ,15.000 ,14.000 ,13.000 ,,,,13.500 ,,13.500 ,,,,,,,,,,,,,,,,,5.000 ,5.000 ,,,5.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHRT,NA,American Hairless Terrier,Hairless Rat Terrier,5.443 ,7.257 ,,,,,,,,,,,6.350 ,,,,,,,,,,,,,,6.350 ,,6.350 ,14.000 ,16.000 ,,,15.000 ,,,,,15.000 ,,15.000 ,,,,,,,,,,,,,,,,,4.000 ,4.000 ,,,4.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZWK,NA,Azawakh,Azawakh,,,,,19.958 ,24.948 ,,,14.969 ,19.958 ,,,19.958 ,22.453 ,17.463 ,,,,,,,,,,,,19.958 ,,19.958 ,12.000 ,15.000 ,,,13.500 ,,,,,13.500 ,,13.500 ,,,,,,,,,,,,,,,,,5.000 ,5.000 ,,,5.000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLDH,NA,Bloodhound,Chien de Saint Hubert,,,,,40.823 ,49.895 ,41.000 ,50.000 ,36.287 ,45.359 ,36.000 ,45.000 ,43.091 ,45.359 ,40.823 ,43.000 ,45.500 ,40.500 ,45.350 ,45.350 ,,,,,,40.820 ,43.046 ,43.085 ,43.065 ,10.000 ,12.000 ,10.000 ,12.000 ,11.000 ,11.000 ,,,,11.000 ,,11.000 ,,,,,,,7.000 ,,,,,,,,,,,,,7.000 ,7.000 ,,,,450.000 ,,,,450.000 ,,,450.000 ,0.450 ,450.000 ,0.450 ,3.1500,,,,,,,9475.8311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOER,NA,Boerboel,Boerboel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.500 ,8.000 ,,,8.250 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRN,NA,Cirneco dell Etna,Cirneco dell Etna,,,,,9.979 ,11.793 ,,,7.711 ,9.979 ,,,9.866 ,10.886 ,8.845 ,,,,,,,,,,,,9.866 ,,9.866 ,12.000 ,14.000 ,,,13.000 ,,,,,13.000 ,,13.000 ,,,,,,,4.500 ,,,,,6.000 ,,,,,,,,5.250 ,5.250 ,,,,,,290.000 ,,,,,290.000 ,0.290 ,290.000 ,0.290 ,1.5225,,,,,,,3301.9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
