,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,FBUL,FCR,FIEL,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ITGY,IWOF,JACK,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PEMB,POM,PTWD,PUG,PUMI,RHOD,ROTT,SAMO,SCOT,SCWT,SHIB,SHIH,SKIP,SPIN,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,VPIN,WEIM,WFOX,WHIP,WHWT,YORK
DACH,0.898703954,0.893338688,0.865574201,0.868573459,0.888344433,0.930346491,0.939362174,0.928773363,0.931369227,0.915303039,0.901883512,0.915690951,0.901211909,0.895689948,0.943515405,0.883606557,0.927104764,0.888328675,0.909156257,0.910099977,0.922158328,0.803058017,0.911768784,0.933363041,0.89826331,0.910321412,0.865941448,0.884936748,0.831007479,0.930103657,0.945179498,0.922406171,0.912749725,0.956684076,0.884231597,0.864384047,0.879506458,0.860231141,0.902330762,0.924385493,1,0.920797954,0.922119732,0.879481167,0.864347916,0.8941945,0.915486945,0.919517422,0.903473992,0.901371923,0.889182649,0.879532206,0.904983649,0.940209037,0.908973099,0.899885681,0.887189125,0.941426634,0.859348725,0.926203599,0.954653896,0.881957954,0.909020833,0.86280363,0.909274117,0.874220954,0.953244802,0.91114663,0.936877809,0.935247166,0.89862278,0.895680014,0.913873213,0.939703196,0.869512906,0.933609593,0.87025837,0.87974094,0.909840692,0.91191524,0.887113518,0.936807845,0.947645822,0.905725869,0.938240506,0.916540065,0.868015409,0.937888401,0.916162261,0.892774749,0.899753923,0.892202097,0.890017757,0.883337523,0.895198295,0.922150204,0.929916184,0.879754685,0.919782307,0.897594646,0.899766616,0.926735457,0.913887172,0.945772682,0.926057219,0.954560854,0.891810976,0.878338381,0.895968088,0.895251821,0.934865494
DALM,0.875741687,0.86845808,0.846539917,0.848008701,0.867141478,0.912400249,0.913391525,0.906664085,0.908189379,0.893421788,0.876795481,0.888119271,0.879051269,0.87632991,0.917437776,0.865260942,0.903809033,0.865456445,0.888514423,0.89073333,0.900385046,0.791866195,0.890834945,0.912409118,0.877297003,0.887754945,0.855375646,0.870717493,0.821159856,0.904147551,0.924967069,0.899008997,0.891966117,0.929896067,0.860104347,0.845748642,0.857731699,0.841085122,0.880063153,0.901648833,0.920797954,1,0.903870801,0.862313019,0.84927449,0.87287017,0.895216704,0.898384782,0.880751832,0.881750067,0.870176218,0.861189548,0.886410847,0.917599029,0.884586877,0.882459122,0.86453495,0.918628164,0.841760168,0.902891606,0.926446376,0.859282626,0.885580487,0.842837688,0.887250494,0.854577049,0.927550391,0.887975027,0.912731791,0.913584098,0.87639704,0.877125618,0.892139945,0.913999848,0.848268726,0.91027058,0.848168825,0.858020431,0.891037929,0.892303969,0.862286397,0.911252375,0.921814942,0.883406511,0.913422081,0.893786361,0.844713328,0.912280378,0.895930435,0.87234512,0.877732788,0.869269803,0.867527471,0.862295586,0.872548462,0.899387905,0.905680923,0.859601555,0.897160074,0.882269616,0.880173197,0.902303913,0.893896104,0.919944444,0.902504361,0.927763806,0.869292592,0.859594505,0.877259314,0.873609231,0.911165465
DANE,0.875512,0.873777097,0.84947298,0.851729085,0.870204381,0.926797165,0.918343487,0.91107917,0.911677698,0.895254021,0.879345054,0.891444384,0.885162802,0.88279676,0.92526814,0.872645379,0.910403245,0.870692414,0.895166455,0.903995582,0.908489203,0.804603702,0.893846807,0.911947459,0.88653492,0.891044474,0.864026168,0.881345364,0.828817761,0.910403458,0.932793951,0.903527385,0.893062979,0.931201543,0.86009422,0.846388324,0.85627086,0.84721214,0.881893635,0.904818787,0.922119732,0.903870801,1,0.874939389,0.858963202,0.877235182,0.892491977,0.896749208,0.880675904,0.8944285,0.873121336,0.857045228,0.88878318,0.916576033,0.891335841,0.893992812,0.869639527,0.916770711,0.848786525,0.909146004,0.93047381,0.864403067,0.888933065,0.849475261,0.892978904,0.878123449,0.934173043,0.889845715,0.919581733,0.918166057,0.891009077,0.888785738,0.893782307,0.915940392,0.852856932,0.912536713,0.852947842,0.861464894,0.892036098,0.896234896,0.864792714,0.91320565,0.930305004,0.886266452,0.915985753,0.893043654,0.848271688,0.913915897,0.908533332,0.88438081,0.879592231,0.872914447,0.875492922,0.864785605,0.873101308,0.901210398,0.904943598,0.865868573,0.899714302,0.890865027,0.893617677,0.907156892,0.894743129,0.918881363,0.904023996,0.932868143,0.873919867,0.863956017,0.886408734,0.876513353,0.912856178
DDBX,0.83600969,0.835594757,0.823214909,0.815609094,0.832103796,0.900919648,0.873216283,0.872517264,0.871948202,0.857247775,0.841544055,0.851476646,0.846831745,0.841432172,0.884685389,0.833235485,0.867734814,0.837789775,0.853672397,0.877603145,0.868115424,0.80784118,0.853707885,0.873188408,0.846895265,0.851931806,0.856630176,0.860789019,0.809203384,0.869431217,0.903439345,0.866187428,0.854193985,0.888496066,0.825664793,0.812364566,0.820571403,0.810790573,0.844071279,0.868007275,0.879481167,0.862313019,0.874939389,1,0.821882784,0.837475202,0.854677383,0.857262671,0.843657526,0.873119999,0.836398928,0.822575231,0.85121272,0.876044879,0.851623341,0.855453932,0.832257551,0.873022183,0.812522423,0.86812628,0.882552428,0.826450538,0.851807789,0.816120888,0.851892808,0.828455068,0.895460431,0.851804682,0.874259077,0.878657819,0.849356407,0.863154842,0.855329244,0.873139883,0.816846333,0.871157464,0.819235683,0.828391777,0.853676392,0.858193327,0.830759801,0.871959971,0.892054723,0.85326194,0.875336412,0.855632996,0.81432857,0.87398139,0.866321781,0.840314505,0.841805188,0.837638261,0.844872216,0.828289516,0.835835826,0.861306403,0.862929731,0.829570294,0.864073178,0.870960876,0.854618866,0.865718578,0.856164053,0.878522641,0.862223946,0.890738006,0.833726285,0.82967443,0.847009963,0.839152715,0.876674851
DEER,0.824267122,0.823330207,0.80937323,0.803160134,0.821227167,0.867525572,0.858607306,0.860225113,0.860438232,0.84519476,0.832266097,0.841270116,0.836905387,0.835503943,0.872388073,0.822594207,0.85775095,0.824971589,0.859061241,0.847371876,0.857770392,0.752325943,0.845817304,0.857270767,0.831849902,0.837827571,0.814439949,0.82998281,0.786934907,0.857070415,0.874227104,0.855205582,0.845055639,0.874174331,0.813866175,0.799594455,0.807811366,0.806147,0.832280628,0.853374623,0.864347916,0.84927449,0.858963202,0.821882784,1,0.82872446,0.842341782,0.843546857,0.832295946,0.84063299,0.824133124,0.810016557,0.837745504,0.862012069,0.840351927,0.874320828,0.825880912,0.860632509,0.799463052,0.8550029,0.869152793,0.816749862,0.840509228,0.807100102,0.853994243,0.864112979,0.876133992,0.838386013,0.86386005,0.864506144,0.835225758,0.835916223,0.841973449,0.86269659,0.810423019,0.861141209,0.808698017,0.816382569,0.841315791,0.850154973,0.819122196,0.858866869,0.872470482,0.840837388,0.861563433,0.843603181,0.803403252,0.863277454,0.856360146,0.83062161,0.832017675,0.827964399,0.829115308,0.813967226,0.824852207,0.84886429,0.849704842,0.819606145,0.85060365,0.838447891,0.838309137,0.849115268,0.842610387,0.866132335,0.847097702,0.871513827,0.823150988,0.818209757,0.85568921,0.830330487,0.860323597
DOBP,0.849152906,0.848033359,0.826420083,0.827224242,0.843215983,0.884704919,0.885983054,0.881617671,0.881338423,0.866760924,0.854962603,0.864562227,0.856416385,0.852792593,0.892630068,0.84310475,0.877734637,0.845387063,0.86644434,0.863850555,0.874505776,0.771918469,0.866119612,0.884018778,0.858013289,0.86440799,0.829336751,0.84715957,0.801675759,0.8784665,0.897556281,0.87306996,0.86475203,0.901711709,0.838039882,0.823870995,0.83517979,0.821433235,0.856628527,0.879254771,0.8941945,0.87287017,0.877235182,0.837475202,0.82872446,1,0.866872269,0.870405611,0.851319899,0.854637649,0.844736516,0.833685019,0.858940205,0.889102456,0.862069447,0.860872508,0.849129085,0.8900524,0.821284318,0.886024378,0.898178609,0.838739135,0.862064719,0.826007583,0.864256677,0.836870682,0.900224543,0.864057412,0.886739791,0.886008617,0.85545486,0.853310283,0.868533597,0.887364567,0.829337493,0.883844067,0.829308029,0.837944691,0.862751741,0.864736276,0.841222274,0.884239968,0.894051125,0.859527276,0.887628953,0.86653094,0.825679049,0.886652198,0.870333928,0.851810969,0.855660541,0.84836706,0.844865284,0.838668554,0.84918625,0.874186723,0.876769758,0.839521754,0.87344594,0.853428601,0.855861528,0.876401379,0.868094831,0.890327839,0.874508105,0.899757904,0.847573604,0.838895014,0.854321102,0.854156837,0.884912289
ECKR,0.900130915,0.862515801,0.842285843,0.844244699,0.861652281,0.903296305,0.905686823,0.90101989,0.901048432,0.887711855,0.874068154,0.888461736,0.876573352,0.873279275,0.912523417,0.860296192,0.898808249,0.860692721,0.878916065,0.885073801,0.892531657,0.782662535,0.884689291,0.909619718,0.870633111,0.885288901,0.8430941,0.86169602,0.811941312,0.899345105,0.912416896,0.894963273,0.889033338,0.924533335,0.854587609,0.839073132,0.86456139,0.836587433,0.877908813,0.896534567,0.915486945,0.895216704,0.892491977,0.854677383,0.842341782,0.866872269,1,0.896048507,0.89414257,0.875690574,0.868517695,0.900621919,0.88134197,0.91365952,0.880351046,0.872864681,0.860336831,0.912813696,0.838414664,0.900216904,0.918689275,0.854904202,0.880876916,0.840990036,0.882127364,0.85088674,0.92113608,0.8814581,0.905372376,0.909063863,0.870279199,0.868619997,0.885533804,0.910706166,0.845242025,0.901817167,0.843786857,0.852431181,0.88636732,0.886748433,0.859765942,0.9067618,0.917879413,0.880959936,0.906297585,0.893814067,0.843351834,0.908019717,0.888303357,0.869017819,0.869325644,0.864369775,0.86414894,0.857617584,0.868410313,0.893284848,0.901273388,0.855018091,0.891485413,0.869911034,0.874776152,0.896358553,0.88791464,0.91346982,0.898683938,0.921372588,0.866722357,0.852808485,0.870408002,0.867651186,0.904844496
ESET,0.878129764,0.866580629,0.845335163,0.844396728,0.863009754,0.906300018,0.911075201,0.903837608,0.907361856,0.889287677,0.876365723,0.889337623,0.878681514,0.872686281,0.916503329,0.862803707,0.903127115,0.864241729,0.881732534,0.882844278,0.897496262,0.783628538,0.888219214,0.924427529,0.875150126,0.88517041,0.845074693,0.863646808,0.812543116,0.902434358,0.918592036,0.897369057,0.891813933,0.929491608,0.859007043,0.839596125,0.860605695,0.836838208,0.87908808,0.90141363,0.919517422,0.898384782,0.896749208,0.857262671,0.843546857,0.870405611,0.896048507,1,0.883033342,0.875289914,0.867109118,0.863545583,0.886191873,0.945451791,0.883643257,0.877651635,0.865076138,0.922491688,0.8399731,0.903170217,0.931279797,0.856281654,0.881549921,0.84243185,0.883586058,0.850003394,0.923971455,0.883649977,0.909654826,0.913054725,0.87508435,0.870751664,0.890065606,0.914376716,0.84558349,0.904586756,0.84624323,0.856025485,0.887777208,0.888872335,0.862150566,0.908432073,0.920606068,0.882607786,0.90955829,0.894955372,0.841472698,0.90729492,0.894544613,0.870740994,0.875043805,0.868403039,0.864630599,0.857841042,0.869371644,0.896360187,0.910011811,0.857120149,0.893303398,0.872934779,0.875351872,0.898068944,0.891276092,0.918997723,0.908863324,0.924300276,0.873031935,0.856462926,0.872383922,0.871864872,0.907497512
ESSP,0.871500414,0.851808403,0.830580181,0.829444721,0.847105608,0.887959279,0.891260433,0.886450029,0.886990145,0.874466863,0.861291378,0.874215125,0.861046685,0.858521357,0.897867349,0.847871418,0.887178782,0.851702767,0.868058691,0.869436629,0.880347761,0.770901987,0.871836276,0.897261232,0.858045071,0.86994823,0.832136956,0.849289219,0.801300866,0.884711169,0.90262058,0.880017766,0.874163559,0.907345329,0.844757314,0.827427902,0.852375627,0.825024024,0.865257191,0.88519493,0.903473992,0.880751832,0.880675904,0.843657526,0.832295946,0.851319899,0.89414257,0.883033342,1,0.86213626,0.851058597,0.861063315,0.867229497,0.901345931,0.868422138,0.861872054,0.84653985,0.898491262,0.821978158,0.884586716,0.907044348,0.84184431,0.865292425,0.830171765,0.867690178,0.837443927,0.906856618,0.866818109,0.891122797,0.894897665,0.858316367,0.855711982,0.875727927,0.897280472,0.832932138,0.888914349,0.833141206,0.841816379,0.869939104,0.873720269,0.848580842,0.891811768,0.902196035,0.86450026,0.892471883,0.87751729,0.828678838,0.894295407,0.876145793,0.854763511,0.858101158,0.853549395,0.851656596,0.842535978,0.855252859,0.879164808,0.885483037,0.842460917,0.878189539,0.858869844,0.859927541,0.880678596,0.875894187,0.901534871,0.883417816,0.905751873,0.85440884,0.841515826,0.857367721,0.856023481,0.891129396
FBUL,0.857173911,0.852657381,0.83950552,0.832609398,0.851716755,0.934887962,0.893575302,0.897468081,0.893772927,0.880108039,0.860517873,0.872245346,0.868040692,0.863144268,0.905904993,0.853485406,0.888486791,0.86246789,0.873649105,0.921019774,0.888217304,0.818594703,0.875034365,0.889290099,0.864217979,0.873168343,0.891851233,0.880555423,0.834285645,0.891896546,0.924518701,0.89028107,0.876781407,0.911804464,0.84385425,0.828495359,0.837892806,0.828923036,0.861866447,0.886501257,0.901371923,0.881750067,0.8944285,0.873119999,0.84063299,0.854637649,0.875690574,0.875289914,0.86213626,1,0.855936283,0.840297621,0.871900937,0.895363345,0.868293116,0.87566027,0.849842784,0.89324856,0.83048221,0.887896985,0.902178822,0.843405951,0.872300545,0.837919388,0.873695018,0.846228142,0.920643065,0.871358332,0.897129198,0.899552095,0.86711662,0.879157757,0.874680236,0.89458392,0.834131507,0.891818605,0.838804453,0.849403748,0.875803606,0.882695202,0.846548834,0.896966734,0.91688895,0.872514047,0.895972904,0.876328523,0.831825879,0.895516781,0.887060323,0.861540325,0.863122548,0.86038131,0.870291416,0.843784141,0.856836394,0.882665907,0.883958888,0.84832269,0.883916089,0.901785772,0.871148732,0.883758497,0.875343808,0.902508609,0.881059778,0.911162202,0.849393091,0.85025987,0.871616005,0.862973041,0.899552056
FCR,0.850025966,0.841610398,0.821162439,0.821895888,0.840053599,0.884500417,0.879755022,0.878236948,0.8791971,0.864243773,0.849159764,0.861301699,0.852354471,0.849986764,0.88930351,0.840844186,0.875067317,0.838903988,0.859919239,0.864544595,0.871419445,0.77156866,0.861487011,0.88253221,0.848403808,0.859044033,0.830344828,0.849234169,0.795917758,0.874515873,0.894398885,0.870560669,0.8683696,0.896888516,0.832832451,0.817880249,0.831317035,0.816027539,0.851222142,0.872391398,0.889182649,0.870176218,0.873121336,0.836398928,0.824133124,0.844736516,0.868517695,0.867109118,0.851058597,0.855936283,1,0.832453747,0.881225397,0.888207706,0.858975539,0.856956056,0.838722021,0.885880455,0.818800665,0.875456659,0.89863607,0.831553608,0.85635641,0.819065267,0.859284303,0.830512435,0.896040174,0.859088438,0.881564229,0.905387974,0.848966172,0.853408004,0.862316292,0.884362651,0.822797447,0.879938211,0.824375015,0.833345542,0.864916114,0.865429549,0.83734205,0.879544919,0.890608678,0.856623579,0.88249637,0.865371352,0.822044544,0.881982679,0.866604067,0.845186865,0.850044893,0.84411899,0.843161217,0.83435683,0.846072813,0.868947587,0.874656027,0.834331158,0.869055564,0.854213289,0.852353823,0.870935704,0.863784885,0.889652713,0.872465637,0.898395301,0.844863317,0.832695415,0.85048686,0.847266029,0.881716105
FIEL,0.858736894,0.830780689,0.814030859,0.811489885,0.828893682,0.866432556,0.869418026,0.863023491,0.866727962,0.853269082,0.841484473,0.854489274,0.840249698,0.837983001,0.875368495,0.825908546,0.864356715,0.82900047,0.84540846,0.848773264,0.860071296,0.752434888,0.851779944,0.876197056,0.840135773,0.848800984,0.810612974,0.826852724,0.783500244,0.864901912,0.875507825,0.860674826,0.85511076,0.888524255,0.823192894,0.806674776,0.833864093,0.805752559,0.840476755,0.863315515,0.879532206,0.861189548,0.857045228,0.822575231,0.810016557,0.833685019,0.900621919,0.863545583,0.861063315,0.840297621,0.832453747,1,0.850172413,0.879394526,0.846858445,0.839880762,0.82859726,0.878963038,0.80500248,0.864265551,0.886566072,0.821582466,0.845086195,0.812257317,0.847564134,0.815794052,0.88500726,0.846198976,0.869547567,0.872734932,0.838202869,0.83447794,0.852798926,0.876310934,0.816447157,0.866617602,0.81762083,0.824480149,0.850907054,0.851245195,0.829803524,0.872591908,0.881251308,0.84449657,0.869976184,0.858717919,0.812924439,0.873048891,0.853952016,0.834785526,0.836323022,0.831591132,0.83346083,0.822003975,0.833430022,0.860359288,0.866491995,0.824011004,0.857469825,0.836370193,0.841159306,0.858651202,0.8537365,0.878453896,0.8659485,0.885300707,0.835236716,0.825023907,0.83767885,0.834790138,0.870614869
GOLD,0.863689839,0.8569484,0.83707462,0.836090352,0.856391211,0.902212984,0.898912534,0.894970069,0.896399918,0.879143463,0.862781579,0.876209184,0.86899779,0.865875734,0.907332529,0.855395332,0.890807887,0.853820548,0.873808332,0.880374234,0.889254022,0.781394027,0.876482061,0.898593796,0.864326651,0.874037527,0.844101028,0.862052144,0.811766964,0.891311556,0.911377602,0.886728471,0.883866082,0.915978943,0.846493312,0.832639639,0.846869496,0.830695302,0.867943358,0.887564892,0.904983649,0.886410847,0.88878318,0.85121272,0.837745504,0.858940205,0.88134197,0.886191873,0.867229497,0.871900937,0.881225397,0.850172413,1,0.906157725,0.871874018,0.870382479,0.854030058,0.902809689,0.832921782,0.891674658,0.913997127,0.847372819,0.874095838,0.834950066,0.875659335,0.841967214,0.913054515,0.874368744,0.899169433,0.913734972,0.86666868,0.868568803,0.876035232,0.902031798,0.835102957,0.896111634,0.837218664,0.847401983,0.879990866,0.879195739,0.850726725,0.898025016,0.908496971,0.870734515,0.898371053,0.881746742,0.834277351,0.899679737,0.884095672,0.86098921,0.865313465,0.857354713,0.857105103,0.848924722,0.859824698,0.886590831,0.892244596,0.849674324,0.884638804,0.870571762,0.868182231,0.887491524,0.879929698,0.906151536,0.890379774,0.914390775,0.860278209,0.848646625,0.865985569,0.862645216,0.898285427
GORD,0.896113068,0.885694647,0.862097306,0.862414087,0.88007329,0.924761007,0.931656828,0.921765187,0.926283909,0.910417529,0.894722168,0.907583655,0.896121426,0.88968032,0.936112267,0.882001508,0.922828788,0.883173127,0.90260639,0.903805711,0.916714542,0.799730824,0.907099632,0.941641434,0.89289804,0.904469881,0.861543653,0.883009679,0.827553316,0.921522777,0.940020288,0.916259417,0.909735477,0.950084179,0.876971891,0.858456675,0.876790268,0.853277637,0.892896311,0.919898875,0.940209037,0.917599029,0.916576033,0.876044879,0.862012069,0.889102456,0.91365952,0.945451791,0.901345931,0.895363345,0.888207706,0.879394526,0.906157725,1,0.902834289,0.89456669,0.879552782,0.943595856,0.858107372,0.921705243,0.95203939,0.874133667,0.901455187,0.858517452,0.903535995,0.867872471,0.946271256,0.904189572,0.930592688,0.933682599,0.894836734,0.890967983,0.91084394,0.934085585,0.862172983,0.926366006,0.861746462,0.873365957,0.906283025,0.905609493,0.881054783,0.928522175,0.940305715,0.899629974,0.930233069,0.915272676,0.862056502,0.93135653,0.913803485,0.887336852,0.89319161,0.886640111,0.882334074,0.876552719,0.890138976,0.917582573,0.929381111,0.874366051,0.914619124,0.892693937,0.895732853,0.919141219,0.911158729,0.939769269,0.930582406,0.948905691,0.890710323,0.873521312,0.88988434,0.890170724,0.928097963
GPYR,0.863485064,0.865564998,0.838045484,0.84224923,0.861242435,0.896270564,0.907067096,0.89477638,0.897147913,0.880483304,0.867005443,0.878566809,0.870908315,0.86504721,0.909304738,0.85634685,0.893313607,0.854371207,0.880584165,0.876370163,0.890769857,0.780527193,0.881375095,0.900607418,0.865723807,0.876677711,0.837195262,0.857653945,0.806422397,0.892946063,0.910135428,0.888018272,0.879514141,0.918698175,0.851784233,0.839379187,0.844979525,0.833229369,0.869322701,0.892004084,0.908973099,0.884586877,0.891335841,0.851623341,0.840351927,0.862069447,0.880351046,0.883643257,0.868422138,0.868293116,0.858975539,0.846858445,0.871874018,0.902834289,1,0.871140252,0.859794197,0.903614756,0.833508407,0.892123072,0.914884665,0.8558289,0.876364638,0.836453939,0.877372214,0.847200053,0.911325153,0.877814045,0.902131237,0.899798325,0.868934665,0.863696072,0.879521647,0.903360455,0.840765296,0.901331841,0.840636997,0.849775615,0.877362984,0.88046953,0.855290512,0.899639272,0.905844807,0.872363179,0.903094703,0.882414788,0.837422314,0.900514304,0.882860057,0.863218418,0.870995096,0.860921519,0.857404874,0.85532104,0.8638174,0.886991951,0.891236982,0.851851689,0.887719779,0.866824684,0.869323366,0.895957545,0.882311438,0.908361608,0.890897691,0.917099348,0.859429462,0.847210013,0.864909609,0.863170957,0.898542669
GREY,0.855246174,0.854972684,0.838966939,0.834054139,0.853252864,0.905200742,0.895725703,0.896894555,0.898414488,0.879941746,0.86253599,0.87282883,0.870629468,0.867937108,0.910653999,0.852916682,0.894997667,0.856629531,0.894304464,0.881682841,0.891343904,0.783734961,0.880070042,0.889924193,0.86449372,0.871475018,0.848299107,0.864277825,0.813190642,0.892943526,0.910398453,0.890639722,0.876193475,0.913442028,0.841181303,0.828677598,0.838549241,0.835849619,0.861194506,0.886938298,0.899885681,0.882459122,0.893992812,0.855453932,0.874320828,0.860872508,0.872864681,0.877651635,0.861872054,0.87566027,0.856956056,0.839880762,0.870382479,0.89456669,0.871140252,1,0.855673789,0.894875541,0.831070843,0.889963395,0.906535336,0.843961514,0.876016127,0.834839347,0.892839723,0.868374219,0.913773832,0.87246388,0.898910359,0.901020053,0.867844873,0.869044867,0.871865563,0.894757897,0.835947833,0.895337566,0.837312136,0.846266954,0.875414875,0.886853906,0.849116317,0.894074756,0.910617375,0.8729613,0.89766325,0.873824541,0.830839077,0.896027914,0.887932941,0.861627689,0.862895617,0.859047183,0.859988962,0.846743909,0.854666057,0.883518041,0.883507532,0.852011116,0.881933867,0.87298976,0.870641717,0.884010253,0.873918334,0.896960003,0.882010618,0.91310441,0.854400751,0.844996268,0.907274182,0.860674613,0.89645277
GSD,0.84493392,0.842987893,0.819460086,0.824499177,0.843842807,0.878788076,0.881928125,0.876667185,0.882157742,0.861377552,0.847012599,0.858124872,0.856431197,0.848266681,0.901533187,0.837932925,0.874749414,0.837456696,0.862516032,0.855787688,0.870652109,0.762327341,0.862923993,0.876211858,0.848824831,0.856363266,0.822637835,0.840502343,0.791320108,0.873643991,0.895576673,0.871275308,0.859439843,0.895270013,0.832563845,0.820355471,0.825463212,0.817922997,0.849817775,0.871318721,0.887189125,0.86453495,0.869639527,0.832257551,0.825880912,0.849129085,0.860336831,0.865076138,0.84653985,0.849842784,0.838722021,0.82859726,0.854030058,0.879552782,0.859794197,0.855673789,1,0.881860688,0.818924037,0.875157744,0.893351521,0.835955434,0.858778154,0.819061811,0.856365155,0.829323278,0.891832481,0.862229088,0.884519101,0.879935627,0.856550285,0.844889827,0.858575853,0.881809255,0.822353659,0.88095015,0.823125342,0.829320449,0.861718054,0.861836944,0.835263316,0.878627123,0.890583828,0.854742367,0.883417658,0.872898455,0.821531899,0.882594334,0.866006662,0.846055502,0.852050813,0.843614401,0.838958751,0.836219819,0.843837151,0.869560782,0.869172236,0.833171389,0.867501974,0.847395411,0.852644696,0.873898331,0.86089257,0.885124648,0.869422443,0.897872479,0.84047775,0.830406851,0.85084538,0.845070852,0.879562671
GSHP,0.893585073,0.886229685,0.86032441,0.86324268,0.88201324,0.925712462,0.933515823,0.923033839,0.925800571,0.909592238,0.894697096,0.909215893,0.896530945,0.892482824,0.93689218,0.879630766,0.92217319,0.879373659,0.902744122,0.904315316,0.915971544,0.79954051,0.906952158,0.934101205,0.894109058,0.904638538,0.860469209,0.883164072,0.826630264,0.922185583,0.94133839,0.91717424,0.908045029,0.949575742,0.875855632,0.860822861,0.872558858,0.852983891,0.896668083,0.919775277,0.941426634,0.918628164,0.916770711,0.873022183,0.860632509,0.8900524,0.912813696,0.922491688,0.898491262,0.89324856,0.885880455,0.878963038,0.902809689,0.943595856,0.903614756,0.894875541,0.881860688,1,0.856820569,0.923818798,0.96880295,0.87513693,0.902240405,0.856718575,0.903204232,0.867723968,0.944767543,0.904125513,0.932786577,0.932138497,0.894198312,0.891412878,0.909404948,0.935266158,0.863851783,0.928387905,0.861104275,0.87222979,0.904820877,0.908452082,0.880566044,0.929808368,0.940884665,0.899201395,0.932131842,0.913100944,0.861335474,0.929170247,0.911488642,0.888568574,0.895258498,0.883660008,0.883960592,0.876920142,0.888889822,0.915858124,0.926929819,0.873661153,0.915506187,0.891425557,0.895647317,0.920812718,0.911519726,0.939935417,0.932719263,0.949812998,0.895705941,0.873785712,0.889544578,0.889000121,0.927868726
GSMD,0.821750687,0.817408865,0.800286581,0.799011968,0.816606441,0.85828219,0.853169834,0.851372256,0.850500353,0.838641061,0.822698803,0.833431132,0.830567061,0.826340887,0.863195748,0.844102816,0.847094636,0.812441987,0.833069789,0.836417594,0.845502831,0.746505488,0.837151493,0.854390796,0.827481154,0.833895609,0.805991156,0.819502868,0.776829716,0.848315885,0.864161069,0.846863407,0.833447715,0.868528109,0.810765975,0.797472179,0.807071508,0.79716003,0.8255495,0.846628811,0.859348725,0.841760168,0.848786525,0.812522423,0.799463052,0.821284318,0.838414664,0.8399731,0.821978158,0.83048221,0.818800665,0.80500248,0.832921782,0.858107372,0.833508407,0.831070843,0.818924037,0.856820569,1,0.846527014,0.865509593,0.811290386,0.835884155,0.797900654,0.831462357,0.807978081,0.864781614,0.834067802,0.856852899,0.855404785,0.831651079,0.826321151,0.838424001,0.855862329,0.801448216,0.851890245,0.799876876,0.809156493,0.835007891,0.837066554,0.812241869,0.852172942,0.86216464,0.832227516,0.857012559,0.839626355,0.801721873,0.856228348,0.843737314,0.827786878,0.8278279,0.818309323,0.816871412,0.810442917,0.818753425,0.844754855,0.846322806,0.813315403,0.84293939,0.830144015,0.842572045,0.845750681,0.836994174,0.858866395,0.84424837,0.867790777,0.817036335,0.807706646,0.82429008,0.823603379,0.853348832
GSNZ,0.880756855,0.875976004,0.858697567,0.854038322,0.872801809,0.920877081,0.919739567,0.913640877,0.915824902,0.899890732,0.882164716,0.894899709,0.888304474,0.882584528,0.926573664,0.871262694,0.911611383,0.872962407,0.896548897,0.898773852,0.90690631,0.796759478,0.898167418,0.917327785,0.910477781,0.894656497,0.858830235,0.876075391,0.825331489,0.91366726,0.931177262,0.907370982,0.897037451,0.935228892,0.867450273,0.851806201,0.861023905,0.846970761,0.885860871,0.907456737,0.926203599,0.902891606,0.909146004,0.86812628,0.8550029,0.886024378,0.900216904,0.903170217,0.884586716,0.887896985,0.875456659,0.864265551,0.891674658,0.921705243,0.892123072,0.889963395,0.875157744,0.923818798,0.846527014,1,0.935416557,0.865456607,0.895571588,0.848392365,0.893429017,0.863236348,0.934966324,0.895641965,0.921195584,0.920330893,0.885883801,0.882708736,0.897997039,0.921134542,0.857599928,0.916759884,0.856313195,0.866436516,0.894456078,0.900111209,0.871315814,0.918417205,0.930535461,0.889795942,0.923197118,0.90140935,0.854406113,0.92229748,0.90333303,0.88096338,0.88510161,0.878202571,0.877845907,0.867650236,0.880222413,0.905689795,0.912740907,0.867469032,0.912753435,0.887366794,0.887182429,0.90921399,0.899913789,0.923848755,0.907278476,0.936432341,0.877093918,0.866066631,0.883294852,0.880871347,0.919130592
