,ACKR,AFGH,AIRT,AKIT,AMAL,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULD,BULM,BULT,CAIR,CANE,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COLL,COTO,CRES,DACH,DALM,DANE,DDBX,DEER,DOBP,ECKR,ESET,ESSP,FBUL,FCR,FIEL,GOLD,GORD,GPYR,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ICES,IRIT,ITGY,IWOF,JACK,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,OTTR,PAPI,PARS,PEMB,POM,PTWD,PUG,PUMI,RHOD,ROTT,SAMO,SCOT,SCWT,SHIB,SHIH,SKIP,SPIN,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,VPIN,WEIM,WFOX,WHIP,WHWT,YORK
LEON,0.006016194,0.000418461,0.00636678,0.002492805,0.003372735,0.009786309,0.002061945,0.005299811,0.009795407,0.005749119,0.0033841,0.003307656,0.006406488,0.001978711,0.021911486,0.027761884,0.004750237,0.004893574,0.00359063,0.007029165,0.012976671,0.003809718,0.007978845,0.007381374,0.031377964,0.007093104,0.005815249,0.011214089,0.002679532,0.00365367,0.015603816,0.00577781,0.00938433,0.00489032,0.002723681,0.000440336,0.004777221,0.002479986,0.006679032,0.003946967,0.007630352,0.00635908,0.049046599,0.007788616,0.003242864,0.009725726,0.004769818,0.006704996,0.006099214,0.006012445,0.004819295,0.0043979,0.004565978,0.006685536,0.003289122,0.00583118,0.051449998,0.009759979,0.022989446,0.012966415,0.012751105,0.000434216,0.008066175,0.002056055,0.00617784,0.011062093,0.00552537,0.00936862,0.007451269,0.007204445,1,0.02397617,0.007410126,0.006860009,0.007086714,0.005727734,0.00245755,0.005375422,0.014764736,0.006229205,0.00752791,0.007269268,0.018633169,0.00257741,0.011176697,0.007849534,0.002418919,0.010043217,0.012656864,0.04655175,0.003231523,0.007967218,0.004830954,0.000452511,0.002090608,0.008366274,0.009010456,0.004442593,0.0115232,0.006780561,0.085731549,0.00089161,0.004345955,0.00574609,0.006656445,0.009587967,0.004014872,0.00285397,0.00450258,0.003601888,0.005973902
MAST,0.002212599,0.000468037,0.007182222,0.001754834,0.006261116,0.026739284,0.001518067,0.00771824,0.009884564,0.005964134,0.004263443,0.004426996,0.006317801,0.005732285,0.008458346,0.013255931,0.002661824,0.008391118,0.002472583,0.022473102,0.01242344,0.022274478,0.004466741,0.007410675,0.011875528,0.008429883,0.043496019,0.347896371,0.01280272,0.004718918,0.068777998,0.006925189,0.015813618,0.00436364,0.002383922,0.000495574,0.003448085,0.005496942,0.005478443,0.006001126,0.009298797,0.010694166,0.036237286,0.050734614,0.010271117,0.004795153,0.006008691,0.005686193,0.00525004,0.019600445,0.0111426,0.005181641,0.013926689,0.006761791,0.005128756,0.009336178,0.005153727,0.006760495,0.014153295,0.010750101,0.003864297,0.000487835,0.003696256,0.002576364,0.005240804,0.011432848,0.011231208,0.006325407,0.006488002,0.014726998,0.02397617,1,0.003339734,0.007475505,0.003403258,0.003486853,0.001800872,0.004196448,0.009971552,0.011384494,0.005520714,0.006956111,0.013683848,0.005924545,0.009141815,0.004428916,0.001748968,0.00740576,0.013430887,0.014063871,0.001556821,0.005108029,0.006658622,0.00162324,0.003554581,0.007480489,0.004948244,0.004380834,0.005829068,0.018630324,0.081037767,0.001151493,0.004219286,0.006207819,0.005634305,0.007789619,0.005146022,0.004091196,0.005195149,0.003059836,0.013695456
MPIN,0.018046366,0.00126488,0.007435383,0.001551727,0.003464672,0.01756222,0.001036085,0.008524007,0.006962465,0.010254126,0.006603454,0.00918877,0.00709989,0.008760175,0.014622591,0.006035404,0.006054889,0.007669348,0.00322314,0.008560297,0.011536386,0.005173239,0.006467531,0.008850616,0.014174164,0.017619242,0.007968361,0.005297147,0.004772806,0.009655447,0.009023491,0.007602429,0.012160984,0.014102685,0.004337601,0.000512572,0.022671096,0.002039235,0.00665824,0.012089457,0.018240205,0.018677423,0.012578896,0.004188261,0.002582327,0.00920827,0.01207795,0.008649773,0.019085884,0.010498508,0.009154116,0.007676252,0.006043768,0.01498847,0.002962878,0.006003587,0.004496374,0.01112088,0.006728463,0.01346685,0.016870911,0.000504297,0.01372326,0.014530604,0.011501455,0.001940973,0.016418077,0.015003716,0.007019854,0.010524458,0.007410126,0.003339734,1,0.015263488,0.011438727,0.004786245,0.005394132,0.007845932,0.008046737,0.007618977,0.006699402,0.01992433,0.018428686,0.008484863,0.044664052,0.00673238,0.013727014,0.014414999,0.007891645,0.009475216,0.007086208,0.004975224,0.008566003,0.001803575,0.004763336,0.017667506,0.013368463,0.003652918,0.022131093,0.010390046,0.006314233,0.001247624,0.008714431,0.016083386,0.009115306,0.022097602,0.00984662,0.009818384,0.006497027,0.007253402,0.01805142
MPOO,0.007776354,0.000585708,0.008690723,0.000555843,0.001502302,0.018086404,0.001658816,0.010576295,0.010702644,0.00895449,0.006036866,0.014010566,0.007364786,0.007337925,0.017454116,0.005955421,0.006675162,0.008879252,0.003242043,0.00958803,0.013015685,0.003949067,0.009262995,0.016826982,0.008965229,0.01532029,0.005666615,0.00750313,0.00376244,0.009367415,0.014544519,0.007346992,0.011975154,0.021390624,0.004385021,0.000629479,0.009280516,0.002018493,0.010685465,0.021575341,0.019827591,0.009118385,0.007767817,0.005559342,0.003276222,0.008013544,0.010319292,0.01543295,0.017734327,0.01020226,0.011011737,0.012357412,0.006604515,0.01227865,0.004160372,0.006082972,0.004343664,0.018994938,0.003406368,0.008373773,0.014435204,0.000617045,0.007517011,0.002267466,0.011758248,0.004889555,0.026788749,0.006303038,0.012682026,0.01274353,0.006860009,0.007475505,0.015263488,1,0.004038569,0.009452336,0.004922056,0.00734916,0.008842162,0.007056797,0.005221226,0.018417817,0.011597644,0.005640608,0.01865021,0.040969474,0.011391149,0.023449454,0.009816424,0.004884724,0.004118039,0.004725311,0.008119509,0.002109105,0.006701034,0.026175917,0.015861732,0.00396759,0.01254004,0.007735109,0.009207142,0.002276912,0.007081809,0.895209378,0.018447327,0.021576051,0.013585058,0.007925573,0.006498591,0.006551551,0.012886316
MSNZ,0.00511348,0.000355665,0.005299411,0.000344427,0.001491771,0.005643328,0.000585775,0.003382843,0.004148369,0.005330869,0.004874197,0.004488733,0.004442249,0.008628221,0.008257854,0.007808292,0.003703169,0.003014339,0.004304022,0.006148762,0.007929306,0.006815821,0.003219064,0.004039513,0.004558288,0.014373191,0.006069832,0.004591269,0.000798907,0.008830458,0.004086915,0.004730643,0.006471587,0.007082066,0.009334837,0.000371345,0.005700778,0.006153853,0.010771078,0.010484714,0.006718411,0.009690116,0.010393702,0.003646069,0.003434271,0.004284429,0.011113327,0.00547123,0.009457123,0.008517794,0.004350094,0.005702958,0.002362672,0.006150372,0.001339709,0.002728104,0.005925567,0.00230472,0.0047257,0.013615766,0.003448768,0.000366982,0.008370486,0.005821464,0.005771201,0.002073019,0.011905815,0.017393724,0.004379741,0.006282521,0.007086714,0.003403258,0.011438727,0.004038569,1,0.00363308,0.005348469,0.007445811,0.009754897,0.003955545,0.002668549,0.009525786,0.008345123,0.002998602,0.019478304,0.002515958,0.022596267,0.015132996,0.006440824,0.002618337,0.00252783,0.005728274,0.006347094,0.001755718,0.003611323,0.015562922,0.002858767,0.003181401,0.050543497,0.006072139,0.004724276,0.000647881,0.00832486,0.007546476,0.004984315,0.017825432,0.007949896,0.004616404,0.004664301,0.005650559,0.011052479
NEWF,0.006105164,0.000586068,0.004044559,0.000556167,0.002224128,0.011321944,0.001661706,0.006327124,0.00764168,0.006690702,0.003403763,0.007197941,0.003610418,0.003970351,0.009856135,0.00496938,0.006930146,0.005165307,0.006063873,0.005929822,0.005351717,0.005456428,0.004566178,0.009239918,0.006007924,0.004823092,0.004004962,0.004351636,0.002743498,0.00565558,0.011380219,0.007010359,0.011619869,0.013531694,0.00169068,0.000629895,0.004406415,0.004001104,0.003671939,0.007287988,0.008666879,0.006024824,0.008583504,0.001803138,0.00273043,0.007353589,0.005592271,0.005068313,0.006085168,0.005916214,0.006067969,0.005354638,0.005496091,0.010659215,0.003721168,0.007493578,0.003104969,0.008552675,0.003875342,0.008559852,0.013106011,0.001518682,0.014397805,0.003225265,0.007542259,0.001968379,0.013146837,0.009583536,0.007761072,0.006093445,0.005727734,0.003486853,0.004786245,0.009452336,0.00363308,1,0.001865565,0.002278721,0.006342136,0.007917298,0.005412664,0.009034294,0.010823246,0.004926823,0.012002353,0.007177652,0.005056981,0.009613895,0.00534599,0.002735976,0.006133219,0.003904466,0.003346393,0.000655107,0.005741525,0.009567833,0.008542195,0.003314398,0.013127227,0.006345322,0.003550528,0.002282361,0.007952031,0.008024788,0.00619503,0.017045204,0.004599517,0.003952279,0.006758238,0.003251229,0.008269146
NORF,0.006147754,0.000364293,0.008419242,0.000896561,0.00124215,0.006285561,0.002011151,0.005824655,0.011233788,0.014840493,0.004054042,0.008275426,0.003007079,0.002820439,0.006842882,0.002813368,0.009433529,0.013089833,0.002798442,0.00481409,0.004275563,0.001494633,0.003587174,0.002899398,0.005045998,0.007226097,0.009168327,0.00343451,0.003136343,0.048805148,0.002079408,0.005672269,0.002640212,0.007137656,0.004935286,0.000380761,0.009725453,0.002880616,0.006044852,0.006257881,0.005264879,0.003090107,0.0041445,0.004277225,0.001064923,0.002900593,0.007063848,0.002103884,0.011353299,0.008145852,0.003283088,0.006011717,0.007342673,0.006142796,0.001981198,0.003944669,0.001719894,0.003651998,0.002395729,0.007073042,0.002800969,0.000376176,0.004890602,0.020626853,0.002703709,0.003208022,0.021766276,0.007127926,0.003952062,0.006746983,0.00245755,0.001800872,0.005394132,0.004922056,0.005348469,0.001865565,1,0.320942373,0.008498514,0.003967435,0.007298858,0.007791623,0.013905537,0.00673954,0.018904781,0.002945737,0.00842221,0.004923574,0.00486185,0.000827748,0.002568398,0.039729896,0.015399679,0.00038983,0.002298502,0.009624217,0.002417553,0.002682654,0.008003591,0.006045346,0.002905993,0.000677096,0.006734005,0.007420139,0.003686822,0.010310459,0.001835967,0.017812001,0.005405795,0.046988712,0.065727716
NOWT,0.003330871,0.000395244,0.009697574,0.000381415,0.000433519,0.016239393,0.0023144,0.011396783,0.00903556,0.024154857,0.004929585,0.006165685,0.003802804,0.008530361,0.007803408,0.001490182,0.007848376,0.014537009,0.001132518,0.010891472,0.00610601,0.004860752,0.003073537,0.005682358,0.002085067,0.002380879,0.006697858,0.004161859,0.001506193,0.074763118,0.003464783,0.007371966,0.006642235,0.00640194,0.004475043,0.000414703,0.007674002,0.00245476,0.003802163,0.004375346,0.005194701,0.00431561,0.006154667,0.009778888,0.004592724,0.002273022,0.006435987,0.004115386,0.002661786,0.010737957,0.001783328,0.003288125,0.007288845,0.006000904,0.002029438,0.00559785,0.00209121,0.003992478,0.003457892,0.005973827,0.002332683,0.00040927,0.005329194,0.014831033,0.003181336,0.004321933,0.027110299,0.005174937,0.003058657,0.005604459,0.005375422,0.004196448,0.007845932,0.00734916,0.007445811,0.002278721,0.320942373,1,0.004292349,0.00332792,0.007004362,0.007231791,0.017998737,0.008775449,0.023302661,0.004116935,0.004234934,0.006108975,0.005615725,0.001350497,0.001562611,0.079058801,0.007395607,0.002266673,0.003029198,0.01047338,0.004877862,0.001353408,0.006372993,0.00420384,0.002042573,0.00079243,0.007046689,0.006086895,0.004457915,0.012804634,0.001857564,0.019359472,0.010663455,0.072953961,0.058541656
NSDT,0.047614595,0.000488748,0.019531086,0.002835011,0.003102326,0.016620729,0.001062079,0.01938048,0.031195629,0.006065893,0.004492243,0.011646661,0.00893341,0.022131552,0.016339541,0.006350471,0.02686761,0.005786589,0.004287859,0.010129009,0.005011467,0.007774436,0.00787457,0.013652828,0.010428965,0.010171567,0.011991621,0.009712578,0.006962792,0.009385282,0.009525753,0.024922441,0.01526698,0.009697037,0.005293343,0.000518854,0.008981813,0.054269735,0.005883591,0.008595539,0.006436204,0.013527119,0.006994479,0.003629654,0.004386521,0.004024235,0.010708438,0.012558956,0.011149459,0.015325276,0.024587515,0.00634151,0.020465723,0.017460476,0.00391555,0.01033018,0.017711412,0.009771359,0.005171182,0.01117505,0.01093353,0.000510377,0.006907915,0.007221397,0.007632749,0.003531728,0.016315115,0.009186353,0.004944812,0.045492261,0.014764736,0.009971552,0.008046737,0.008842162,0.009754897,0.006342136,0.008498514,0.004292349,1,0.017779042,0.013193141,0.011515074,0.011611371,0.017966055,0.023787089,0.007605276,0.024639393,0.00647321,0.007174403,0.004391529,0.001451686,0.00641642,0.007522572,0.002120946,0.005249511,0.016363461,0.004014279,0.043475314,0.005888409,0.014976925,0.009054029,0.001285511,0.010696135,0.013113101,0.011797785,0.020271986,0.004330662,0.007037474,0.008753505,0.005697371,0.012373008
OES,0.015296661,0.000483573,0.008878458,0.001291823,0.009178451,0.017860418,0.001037943,0.021008242,0.036947818,0.009046744,0.008447131,0.007090171,0.00847112,0.043471967,0.019311117,0.00534075,0.061560783,0.005735621,0.004244076,0.01018772,0.010098325,0.009930279,0.00987598,0.010028618,0.007928063,0.00440173,0.009572262,0.012215623,0.005131928,0.011077407,0.011713923,0.026842126,0.012233256,0.00655484,0.006076638,0.000513026,0.004890584,0.030930496,0.006983024,0.00732353,0.008704775,0.006535412,0.01114364,0.008328764,0.005803174,0.007540542,0.006235342,0.008072667,0.008676298,0.014334844,0.011898795,0.004180873,0.01217783,0.010919869,0.003338061,0.029838759,0.006683803,0.010014775,0.00425935,0.008120473,0.008882192,0.000504737,0.008071869,0.006773575,0.008200778,0.005195418,0.014000562,0.005759181,0.006156111,0.016443431,0.006229205,0.011384494,0.007618977,0.007056797,0.003955545,0.007917298,0.003967435,0.00332792,0.017779042,1,0.003160681,0.006012502,0.017138363,0.030974252,0.013576524,0.005836915,0.005499531,0.006614195,0.0116653,0.005783759,0.002879685,0.006791916,0.00713377,0.001358349,0.004886204,0.008317444,0.011935223,0.030164548,0.005861742,0.010553229,0.00632087,0.001250319,0.004154175,0.00595592,0.008711653,0.014470584,0.003809469,0.005780339,0.017128875,0.008445472,0.014086531
OTTR,0.004210973,0.000394275,0.014628085,0.001791233,0.000432355,0.008621989,0.003044673,0.007373011,0.009748174,0.00547598,0.033051352,0.093906266,0.003257221,0.004109868,0.003987715,0.004630609,0.005233892,0.016428441,0.002519528,0.009018895,0.004307321,0.003351049,0.004661376,0.007495452,0.005792937,0.003393988,0.003094198,0.009112043,0.002695128,0.006406883,0.003596424,0.007049938,0.003868425,0.003128758,0.001431189,0.000413637,0.004916549,0.003965961,0.004672829,0.006875245,0.014264594,0.004676186,0.007824163,0.00310351,0.010503895,0.004673895,0.007491262,0.002860189,0.005909762,0.004175089,0.003647971,0.003204023,0.003955754,0.004175132,0.0051815,0.006452041,0.002364928,0.006123391,0.005529198,0.005147973,0.006066908,0.000408232,0.001225579,0.004307683,0.002283366,0.005691741,0.015509278,0.001654302,0.002176196,0.003947981,0.00752791,0.005520714,0.006699402,0.005221226,0.002668549,0.005412664,0.007298858,0.007004362,0.013193141,0.003160681,1,0.005859325,0.007881361,0.007502104,0.003654288,0.005139025,0.001471339,0.002115024,0.008168605,0.002944816,0.001322422,0.004588952,0.010373594,0.000424362,0.003670542,0.004630595,0.003463574,0.005103481,0.00513643,0.00605908,0.00432568,0.000788548,0.004971388,0.004889266,0.006887367,0.004107384,0.002052126,0.005657311,0.00345182,0.004884818,0.012919203
PAPI,0.012702445,0.000585794,0.009255556,0.001669978,0.002514482,0.018244984,0.00537772,0.010636502,0.014656013,0.018197615,0.007002516,0.007879888,0.011745382,0.005072009,0.026349156,0.006546915,0.006033734,0.005412281,0.002872195,0.013629021,0.018467418,0.010634552,0.007417311,0.015495273,0.007119748,0.038180805,0.008505854,0.005426652,0.004199571,0.011147109,0.013473965,0.00853291,0.015078359,0.025222988,0.006555926,0.000629578,0.017644164,0.002650649,0.015824906,0.01821903,0.020560839,0.01142949,0.01280141,0.004503089,0.004258217,0.007865209,0.024730568,0.00857202,0.00941213,0.021386067,0.008068351,0.005555937,0.011212422,0.014074521,0.002875934,0.008044794,0.007140988,0.016561465,0.004998281,0.018451761,0.02228645,0.00061714,0.012008901,0.008870981,0.009826429,0.002469833,0.034601923,0.02421444,0.009794669,0.011755809,0.007269268,0.006956111,0.01992433,0.018417817,0.009525786,0.009034294,0.007791623,0.007231791,0.011515074,0.006012502,0.005859325,1,0.03322629,0.006665331,0.045899695,0.014473014,0.025298946,0.021382478,0.008116384,0.007687297,0.007096759,0.009307817,0.012139955,0.000654765,0.013299143,0.039173884,0.009751736,0.006421796,0.020404596,0.013777939,0.006248608,0.002278208,0.01214843,0.029129093,0.01438628,0.053589437,0.004895334,0.014295108,0.008535927,0.00601902,0.020697685
PARS,0.014361713,0.000668413,0.015425635,0.002982383,0.003880805,0.058691083,0.004135107,0.015305084,0.045399936,0.024529595,0.008805594,0.016958973,0.006470438,0.008209115,0.025492999,0.002314131,0.009710048,0.166545011,0.003915471,0.047461584,0.021710151,0.0275546,0.008830116,0.023053608,0.009280824,0.005618199,0.029508176,0.013786879,0.016609454,0.032127904,0.032541644,0.024851163,0.007665067,0.012511089,0.004527543,0.000726026,0.009989197,0.0046706,0.010496782,0.025189466,0.020311233,0.009225951,0.016197725,0.010185368,0.010709112,0.005738029,0.014220125,0.015744396,0.016597035,0.042641167,0.011928221,0.006932174,0.010609918,0.024420645,0.002164663,0.013926348,0.002438975,0.011633289,0.007121218,0.015510158,0.027363468,0.000709536,0.006274477,0.016948078,0.014756665,0.003587532,0.699169479,0.012970802,0.015244922,0.027038709,0.018633169,0.013683848,0.018428686,0.011597644,0.008345123,0.010823246,0.013905537,0.017998737,0.011611371,0.017138363,0.007881361,0.03322629,1,0.030673388,0.019978475,0.011254841,0.008042729,0.010817232,0.015044682,0.011213697,0.004670181,0.014672475,0.027550401,0.003788929,0.004502246,0.024864119,0.012131619,0.008506822,0.013893951,0.064328347,0.003714881,0.004387175,0.032034769,0.02404535,0.010713913,0.045850494,0.005234161,0.206617821,0.032670287,0.01268338,0.055193526
PEMB,0.004971763,0.000461268,0.005964938,0.001635049,0.002625587,0.018922373,0.000940345,0.018607704,0.038155711,0.006086358,0.004988848,0.008848413,0.008019181,0.046338806,0.007189108,0.005839733,0.056903007,0.008295558,0.001758639,0.013085924,0.005047562,0.005791854,0.00332385,0.007650999,0.003977534,0.007749767,0.011077494,0.005577327,0.005075676,0.020367583,0.009783622,0.209198127,0.010782651,0.004669563,0.005446924,0.000487992,0.003659966,0.078864271,0.003495472,0.006147603,0.00705203,0.008886649,0.004758455,0.00579057,0.003573701,0.003935698,0.005549182,0.004323396,0.009648709,0.007046939,0.008048769,0.003773851,0.009137537,0.004572575,0.004061933,0.015397498,0.006115181,0.007664694,0.002372965,0.013171393,0.006534942,0.001686421,0.008289249,0.00649945,0.006102743,0.002856511,0.037834731,0.009716665,0.004252581,0.01463949,0.00257741,0.005924545,0.008484863,0.005640608,0.002998602,0.004926823,0.00673954,0.008775449,0.017966055,0.030974252,0.007502104,0.006665331,0.030673388,1,0.017187961,0.005598828,0.006735742,0.01166397,0.008530401,0.003845227,0.005308017,0.017350029,0.012514458,0.001846554,0.002802569,0.011265401,0.00494091,0.061169617,0.008553777,0.007817857,0.004172634,0.001111369,0.007359411,0.006682924,0.005969658,0.010500557,0.005481624,0.02431589,0.007122691,0.017697314,0.015239998
POM,0.008474693,0.000588474,0.003581417,0.00163959,0.001961122,0.012636264,0.004781813,0.007481384,0.015281016,0.010143506,0.004683938,0.009253117,0.015598972,0.009961933,0.029713708,0.009825275,0.009370959,0.005399084,0.006309821,0.011737934,0.012983502,0.006876506,0.010379075,0.011430902,0.014298234,0.021540353,0.006339115,0.006144763,0.004173556,0.013935818,0.024796969,0.028120673,0.005256567,0.030084464,0.004782706,0.000632674,0.011719733,0.004482417,0.012996484,0.024710605,0.02542586,0.011946742,0.015263859,0.007471139,0.002821905,0.011136483,0.009527534,0.008421898,0.012634518,0.01566813,0.005906617,0.004318722,0.009269021,0.009473107,0.009189096,0.009282942,0.008201935,0.015809267,0.00730017,0.026184598,0.033120034,0.00139719,0.021425499,0.005238384,0.008387113,0.003720191,0.037098035,0.048584873,0.018347133,0.011607597,0.011176697,0.009141815,0.044664052,0.01865021,0.019478304,0.012002353,0.018904781,0.023302661,0.023787089,0.013576524,0.003654288,0.045899695,0.019978475,0.017187961,1,0.013067974,0.020271624,0.029879496,0.00883011,0.015279608,0.008985521,0.00554609,0.005230062,0.003094954,0.00605104,0.043700286,0.013138341,0.012884041,0.045744941,0.010119398,0.009771162,0.002319282,0.01755377,0.025743386,0.010378214,0.213154541,0.010375507,0.006961269,0.005544554,0.006914542,0.021185798
PTWD,0.01211499,0.000477561,0.00301099,0.001508251,0.003655247,0.010597429,0.003346138,0.005667091,0.011871509,0.006049508,0.004729055,0.010647742,0.006300263,0.005118629,0.025043653,0.003833802,0.005602804,0.00371735,0.00291498,0.005612365,0.013363204,0.002590074,0.007980706,0.017055373,0.005871624,0.014007609,0.005104745,0.00235466,0.002618081,0.004858571,0.01237558,0.006035896,0.008853748,0.010141752,0.005107328,0.000506265,0.009455172,0.004728842,0.007726622,0.007837024,0.013190853,0.012771353,0.00618981,0.005056987,0.002380944,0.006310253,0.025403239,0.012757801,0.014276949,0.009614753,0.004396199,0.013601378,0.008386168,0.020574867,0.005499651,0.004901134,0.065246157,0.013998993,0.006281711,0.012144205,0.006291281,0.001387997,0.011092195,0.005594201,0.00682954,0.00270823,0.013673261,0.010095503,0.008448297,0.011762116,0.007849534,0.004428916,0.00673238,0.040969474,0.002515958,0.007177652,0.002945737,0.004116935,0.007605276,0.005836915,0.005139025,0.014473014,0.011254841,0.005598828,0.013067974,1,0.013660454,0.013438267,0.012201429,0.005189555,0.000475458,0.003800005,0.007101183,0.001712049,0.003586391,0.006700877,0.009109732,0.003751009,0.010124156,0.007043082,0.006070222,0.001210906,0.007266475,0.029757731,0.018092753,0.008335969,0.010809663,0.011040353,0.004509924,0.005713552,0.010452917
PUG,0.003437344,0.000337591,0.004844944,0.001781516,0.001024462,0.008771885,0.002337316,0.004811991,0.004907156,0.008892294,0.010652517,0.004307116,0.004435226,0.002931418,0.008320423,0.006356679,0.005288504,0.014644841,0.000393749,0.009828916,0.007681025,0.004764829,0.005323271,0.005890634,0.003609013,0.09245716,0.005419847,0.00298456,0.001687526,0.012347533,0.0076226,0.005869797,0.005147359,0.013697762,0.010920684,0.000351686,0.007592553,0.003641707,0.0283991,0.021491724,0.012237304,0.005722802,0.005593853,0.004564103,0.002468721,0.004605167,0.00372253,0.003899808,0.010556819,0.016441717,0.003072844,0.00581051,0.007977393,0.005584932,0.00366471,0.003216226,0.003309861,0.003587875,0.003332707,0.007156565,0.005419718,0.000347771,0.006339119,0.003887471,0.010572816,0.002891273,0.011814901,0.012054173,0.00831475,0.005211291,0.002418919,0.001748968,0.013727014,0.011391149,0.022596267,0.005056981,0.00842221,0.004234934,0.024639393,0.005499531,0.001471339,0.025298946,0.008042729,0.006735742,0.020271624,0.013660454,1,0.019076429,0.004579311,0.004709909,0.005302412,0.006787623,0.010367139,0.00309251,0.018159482,0.029717128,0.006373431,0.003279248,0.017504799,0.003259749,0.004891284,0.001735561,0.023397351,0.012104144,0.007611437,0.017418794,0.003345244,0.004887468,0.003969471,0.004188809,0.013242816
PUMI,0.014348798,0.00057389,0.006735959,0.001377266,0.001962694,0.008609058,0.007130996,0.009932792,0.006645915,0.008386708,0.008858789,0.005820127,0.006625468,0.00186937,0.025440139,0.010258628,0.006162492,0.006573901,0.007101505,0.007674212,0.011278478,0.005296237,0.00469954,0.013009665,0.015125461,0.014881546,0.00501358,0.008084793,0.000706603,0.007571749,0.016279659,0.010488006,0.0070043,0.021389943,0.003540458,0.000615849,0.006182157,0.004709916,0.011591333,0.011493567,0.030157248,0.007489434,0.016046181,0.003820069,0.003520461,0.010378194,0.012462238,0.009623131,0.009339351,0.00763728,0.00598239,0.004826226,0.006681325,0.012873519,0.005733053,0.012020098,0.007659769,0.015962435,0.009260044,0.01431824,0.01721182,0.000603943,0.024179775,0.007832096,0.009810686,0.004253908,0.019157651,0.026831947,0.024252151,0.007996649,0.010043217,0.00740576,0.014414999,0.023449454,0.015132996,0.009613895,0.004923574,0.006108975,0.00647321,0.006614195,0.002115024,0.021382478,0.010817232,0.01166397,0.029879496,0.013438267,0.019076429,1,0.006904992,0.015122298,0.005279233,0.00334525,0.007313972,0.000639928,0.004908408,0.024801154,0.011430591,0.003472835,0.020162842,0.006340854,0.012572651,0.002108143,0.008719385,0.027492485,0.018829837,0.043273039,0.012163901,0.006968362,0.005011343,0.006059118,0.013472428
RHOD,0.008368192,0.002838698,0.018594491,0.002308724,0.00243399,0.018232964,0.00323599,0.013166341,0.010084811,0.008137638,0.00509494,0.006466053,0.004131163,0.006018445,0.013274125,0.012689523,0.008692365,0.004982968,0.004211349,0.012281184,0.010026223,0.010326459,0.005576775,0.010339455,0.015925763,0.004723708,0.02225887,0.016668244,0.006831841,0.006959217,0.018074567,0.007654034,0.010972961,0.005598705,0.00297162,0.00053956,0.005717261,0.011521788,0.00597186,0.005477093,0.013657404,0.011801018,0.069167764,0.009154583,0.011753177,0.009552192,0.014507392,0.011629467,0.013030452,0.00970668,0.007028548,0.003767862,0.009613764,0.017572255,0.003075334,0.040013034,0.008255067,0.009853978,0.009281955,0.014079029,0.013590357,0.003861934,0.007166471,0.009719145,0.014085755,0.017463772,0.017753591,0.009703364,0.011039688,0.018147492,0.012656864,0.013430887,0.007891645,0.009816424,0.006440824,0.00534599,0.00486185,0.005615725,0.007174403,0.0116653,0.008168605,0.008116384,0.015044682,0.008530401,0.00883011,0.012201429,0.004579311,0.006904992,1,0.016417786,0.001079158,0.00401658,0.010941873,0.001504675,0.002419723,0.011971082,0.011341256,0.005924892,0.009151281,0.011676585,0.010074693,0.001420581,0.0054463,0.008430602,0.01123216,0.013474322,0.011741525,0.005055774,0.013639,0.004827276,0.01366002
ROTT,0.004238775,0.000390894,0.002284555,0.001345409,0.000428291,0.009077572,0.003494323,0.004478692,0.002885314,0.004387098,0.004944294,0.002393474,0.006116745,0.002982222,0.010836952,0.01134624,0.003938401,0.001778181,0.002917359,0.007415335,0.016922522,0.005228182,0.008919392,0.005771039,0.329083316,0.004180315,0.003425476,0.012346244,0.005928853,0.005328727,0.01492524,0.007062574,0.006895483,0.004358865,0.002123001,0.000409917,0.002370528,0.003677531,0.009672,0.004580072,0.00985687,0.005939717,0.054217422,0.004497468,0.003165279,0.013139715,0.004652448,0.009770136,0.004332236,0.005661379,0.002884552,0.001950184,0.004300293,0.007905812,0.004704822,0.009811831,0.009864646,0.007883491,0.023639223,0.018398003,0.009960655,0.000404607,0.003953902,0.005195624,0.004604663,0.013734235,0.005474109,0.011003933,0.005988641,0.005119457,0.04655175,0.014063871,0.009475216,0.004884724,0.002618337,0.002735976,0.000827748,0.001350497,0.004391529,0.005783759,0.002944816,0.007687297,0.011213697,0.003845227,0.015279608,0.005189555,0.004709909,0.015122298,0.016417786,1,0.002437244,0.003699089,0.003037091,0.001571598,0.001011963,0.009561839,0.010138905,0.003019722,0.008823339,0.0057298,0.022961709,0.000775136,0.005069619,0.005413529,0.011304607,0.007946523,0.006795899,0.001732566,0.004001355,0.00300722,0.004840025
